specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,source,datum
RSA0022321,2011-04-23,2011,4,23,113,34.14308,-116.50302,1338,NA,NA,San Bernardino,Sawtooth Mountains; collecting in rugged boulder piles about a mile south of Pioneertown and about 0.75 air mile east of Chaparrosa Spring.,cch1,NA
RSA0036743,1998-04-11,1998,4,11,101,34.17,-116.43,1250,NA,NA,San Bernardino,Burns Pinon Ridge Reserve.,cch1,NA
RSA0093736,2010-04-14,2010,4,14,104,34.91,-118.63167,1442,NA,NA,Kern,"""Tehachapi Mountains. Canyon del Gato Montes, above confluence with Canyon del Agua Escondida.""",cch1,NA
RSA191996,1959-04-02,1959,4,2,92,33.5068,-117.3643,NA,200,NA,Riverside,"""Cleveland National Forest, Trabuco District, Tenaja Guard Station, slopes of Tenaja Canyon.""",cch1,WGS84
RSA191997,1960-03-25,1960,3,25,85,33.5028,-117.3433,NA,1000,NA,Riverside,14 miles west of Murrieta.,cch1,WGS84
RSA2478,1922-04-05,1922,4,5,95,38.978,-122.8394,NA,3274,NA,Lake,Kelseyville.,cch1,WGS84
RSA29562,1941-04-29,1941,4,29,119,33.22157,-116.60615,1020,402.335,NA,San Diego,Near juction San Felipe and Montezuma Roads.,cch1,WGS84
RSA305715,1973-05-04,1973,5,4,124,33.361789,-118.416738,244,819,NA,Los Angeles,Middle of Middle Ranch Canyon; Santa Catalina Island.,cch1,WGS84
RSA31814,1946-03-09,1946,3,9,68,34.378,-119.299,NA,2000,NA,Ventura,Sulphur Mountain.,cch1,NAD27
RSA346566,1971-05-02,1971,5,2,122,35.705585,-118.752627,1006,2200,NA,Kern,First summit between Glenville and wood,cch1,WGS84
RSA421285,1938-04-23,1938,4,23,113,35.6319,-118.812,NA,1500,NA,Kern,Round Mountain.,cch1,WGS84
RSA421286,1973-04-22,1973,4,22,112,35.381944,-118.553611,915,NA,NA,Kern,"""Piute Meadows, Walker Basin, vicinity of Rankin Ranch.""",cch1,NA
RSA421287,1907-06-10,1907,6,10,161,35.0142,-118.5999,NA,27000,NA,Kern,Tehachapi Mountains.,cch1,WGS84
RSA421292,1930-03-29,1930,3,29,88,35.3733,-119.0187,NA,26500,NA,Kern,Ranch near Bakersfield.,cch1,WGS84
RSA421298,1941-03-06,1941,3,6,65,33.3842,-118.3842,300,1000,NA,Los Angeles,"""Middle Ranch Canyon, Santa Catalina Island.""",cch1,NAD27
RSA421312,1929-03-30,1929,3,30,89,34.693645,-118.415685,NA,20000,NA,Los Angeles,W. of Lancaster,cch1,WGS84
RSA421327,1925-04-12,1925,4,12,102,34.135232,-118.438645,NA,400,NA,Los Angeles,Mulholland Estate; Santa Monica Mtns.,cch1,WGS84
RSA421328,1929-03-28,1929,3,28,87,34.091961,-118.601916,NA,6500,NA,Los Angeles,Topango [Topanga] Canyon.,cch1,WGS84
RSA421331,1929-03-02,1929,3,2,61,33.7181,-117.3896,NA,2000,NA,Riverside,Near Alberhill,cch1,WGS84
RSA421334,1929-02-23,1929,2,23,54,33.9092,-116.9646,NA,2500,NA,Riverside,"""San Jacinto Mt, Mountain slopes""",cch1,NAD 27
RSA421335,1929-03-02,1929,3,2,61,33.6814,-117.3608,NA,4000,NA,Riverside,Near Elsinore.,cch1,WGS84
RSA421336,1929-05-18,1929,5,18,138,33.7734,-116.7064,1677,13000,NA,Riverside,San Jacinto Mt.,cch1,WGS84
RSA421337,1973-04-01,1973,4,1,91,33.459167,-116.907222,426,NA,NA,Riverside,"""Jct. Vail Lake Marina and Hwy. 71/79, about 3 miles west of Aguanga.""",cch1,NA
RSA421338,1930-04-09,1930,4,9,99,33.9248,-116.8772,500,2000,NA,Riverside,Near Banning,cch1,WGS84
RSA421339,1929-04-07,1929,4,7,97,33.6804,-116.9711,NA,3200,NA,Riverside,S. Hemet.,cch1,WGS84
RSA421340,1969-04-12,1969,4,12,102,33.62205,-116.9371,335,3000,NA,Riverside,"""10 mi SE of Hemet, 200 yrs. E. of State St. in a wash.""",cch1,WGS84
RSA421345,1947-06-09,1947,6,9,160,33.55,-117.395,762,20000,NA,Riverside,"""Los Alamos Canyon, Elsinore.""",cch1,NAD27
RSA421354,1935-03-03,1935,3,3,62,33.606389,-117.4325,762,NA,NA,Riverside,San Juan Canyon.,cch1,NA
RSA421355,1929-03-17,1929,3,17,76,33.758333,-117.494444,NA,NA,NA,Riverside,"""Glen Ivy Hot Springs, Santa Ana Mts.""",cch1,NA
RSA421356,1955-03-13,1955,3,13,72,33.7486,-117.5827,NA,4023.35,NA,Orange,Silverado Canyon,cch1,NAD83/WGS84
RSA421360,1949-04-16,1949,4,16,106,34.3252,-117.4284,823,2000,NA,San Bernardino,Canyon [Cajon] Pass,cch1,WGS84
RSA421361,1934-03-27,1934,3,27,86,34.3252,-117.4284,1220,2000,NA,San Bernardino,Cajon Pass.,cch1,WGS84
RSA421364,1928-04-21,1928,4,21,112,34.233705,-117.159919,NA,1400,NA,San Bernardino,Rim of World Drive above Lake Arrowhead. San Bernardino Mts.,cch1,WGS84
RSA421366,1949-05-28,1949,5,28,148,34.247872,-117.315236,1372,1400,NA,San Bernardino,2 miles W of Crestline,cch1,WGS84
RSA421367,1929-03-30,1929,3,30,89,32.99264,-116.56513,NA,2415,NA,San Diego,Cuyamaca Valley.,cch1,WGS84
RSA421495,1930-06-16,1930,6,16,167,34.31497,-117.354998,NA,2500,NA,San Bernardino,Lower Horsethief Canyon.,cch1,WGS84
RSA44096,1947-03-15,1947,3,15,74,34.519061,-119.361637,NA,2000,NA,Ventura,"""Middle Fork, upper Matilija Creek.""",cch1,WGS84
RSA444484,1966-04-05,1966,4,5,95,33.707306,-117.084694,NA,NA,NA,Riverside,Winchester.,cch1,NA
RSA483609,1988-05-21,1988,5,21,142,33.63742,-116.70553,1677,1000,NA,Riverside,"""Thomas Mountain Rd, from North to South. West of Garner Valley and South of Lake Hemet on Hwy 74""",cch1,WGS84
RSA489150,1988-03-15,1988,3,15,75,34.1477,-116.4187,1128,200,NA,San Bernardino,Intersection of Hwy 247 and El Cortez Road.,cch1,WGS84
RSA496740,1988-02-04,1988,2,4,35,33.704167,-117.28,488,NA,NA,Riverside,"""Northgate Estates development, immediately NW of Canyon Lake.""",cch1,NA
RSA5018,1932-03-20,1932,3,20,80,33.473333,-117.315833,457,NA,NA,Riverside,"""Richman Ranch, 2.5 miles no. of De Luz; S.W. Riverside County.""",cch1,NA
RSA522735,1990-03-29,1990,3,29,88,33.5025,-116.998611,396,1600,NA,Riverside,"""Vail Lake area, cinder cone ridge at N side of mouth of Temecula Creek Canyon and adjacent benches on S Flank of Big Oak Mountain.""",cch1,NAD83
RSA523372,1935-02-22,1935,2,22,53,33.8701,-117.3882,457,4300,NA,Riverside,Mockingbird Canyon.,cch1,WGS84
RSA523373,1935-03-01,1935,3,1,60,33.9456,-117.2921,366,2000,NA,Riverside,Box Springs.,cch1,WGS84
RSA523514,1990-03-30,1990,3,30,89,33.5363,-116.9537,701,500,NA,Riverside,"""Vail Lake area, valley between Black Hills & Rocky Ridge.""",cch1,WGS84
RSA524475,1990-04-03,1990,4,3,93,33.5,-116.966667,610,400,NA,Riverside,"""Vail Lake area, upper benches and adjacent slopes of the E flank of 'Big' Oak Mountain., just S of the E summit.""",cch1,NAD83
RSA543739,1991-05-02,1991,5,2,122,33.476667,-116.870556,600,NA,NA,Riverside,"""Vail Lake region, SW & W flanks of Billy Goat Mountain, 3 miles N Hwy 79, 1 mile W of Hwy 371, N of Aguanga.""",cch1,NA
RSA554391,1992-06-08,1992,6,8,160,34.3,-117.216667,1494,400,NA,San Bernardino,"""San Bernardino National Forest, vicinity of Rock Camp Ranger Station, from the Station to ca. 1 mi due E, and at widest part of site, S to Hwy 173.""",cch1,NAD83
RSA554412,1992-06-09,1992,6,9,161,34.286667,-117.185833,1463,NA,NA,San Bernardino,"""San Bernardino National Forest, Willow Creek, 1.5 - 2 miles E of Rock Camp Guard Station & immediately NE of large curve to S on Hwy 173.""",cch1,NA
RSA556434,1993-03-10,1993,3,10,69,33.875,-117.1125,476,NA,NA,Riverside,San Jacinto Wildlife area.,cch1,NA
RSA562471,1992-05-06,1992,5,6,127,33.485833,-117.395278,640,NA,NA,San Diego,"""Southern Santa Ana Mountains, San Mateo Canyon Wilderness Area. South side of Miller Mountain along """"Miller Canyon'"""", the major drainage on the southern flank of the mountain., From Road 8S02 upstream to the area of contact between lower granitic and higher basaltic rocks.""",cch1,NA
RSA596954,1995-05-09,1995,5,9,129,34.333333,-118.516667,457,NA,NA,Los Angeles,"""E edge of Santa Susana Mts., Just W of San Gabriel Mtns: 'Sunshine Canyon' (name not shown on topo): W of San Fernando Road and I-5 Fwy. Just SW of interchange with State Route 14. Sunshine Canyon Landfill property.""",cch1,NA
RSA598890,1997-03-21,1997,3,21,80,34.696556,-118.4625,1183,NA,NA,Los Angeles,"""Liebre Mountains, Portal Ridge, open ridgeline about junction of Juday Truck Trail and Troedel Motorway, south of Troedel Spring.""",cch1,NA
RSA604728,1937-04-09,1937,4,9,99,33.75,-117.033333,NA,NA,NA,Riverside,Meadow between Hemet and Winchester,cch1,NA
RSA605075,1997-02-25,1997,2,25,56,34.041667,-117.45,NA,NA,NA,San Bernardino,"""Jurupa Hills: Mary Vagl Museum and Nature Center, Cypress St., Fontana.""",cch1,NA
RSA606291,1994-04-07,1994,4,7,97,33.6382,-117.0313,660,2000,NA,Riverside,"""Shipley Reserve, study site Sh4. S of Hemet, S end of Rawson Road""",cch1,WGS84
RSA613194,1997-04-08,1997,4,8,98,33.350278,-117.032778,162,NA,NA,San Diego,"""NW Palomar Mountains, Agua Tibia Mountains: Wilderness Gardens Preserve. Approximately 3.4 miles east of Pala south of Hwy. 76 along the San Luis Rey River., Areas along the main trail network from the parking area along the primary driveway within the river bottom to areas of native grasslands on the higher slopes.""",cch1,NA
RSA615,1928-03-18,1928,3,18,78,33.894589,-117.692445,244,2000,NA,San Bernardino,"""Aliso Canyon, Rancho Santa Ana.""",cch1,WGS84
RSA616,1928-03-18,1928,3,18,78,33.8726,-117.7073,152,1609.34,NA,Orange,"""Rancho Santa Ana, Botanic Garden.""",cch1,NAD83/WGS84
RSA616268,1998-03-15,1998,3,15,74,34.433333,-118.35,579,NA,NA,Los Angeles,"""Soledad Canyon Proposed quarry area N of Soledad Canyon road, S of I14 freeway, E of Bee Canyon and W of Agua Dulce Canyon. Degraded shrublands on S facing slopes and canyons above Soledad Canyon.""",cch1,NA
RSA620357,1997-03-01,1997,3,1,60,33.966667,-117.316667,427,NA,NA,Riverside,"""Box Springs Mtns: Coyote Hill (Bench Mark A&lt;&lt;VersityA, 1386ft) and ridge S and SE of the UCR Botanic Garden.""",cch1,NA
RSA628204,1994-06-06,1994,6,6,157,34.25,-117.316667,1400,NA,NA,San Bernardino,"""Waters Road near Fernwood Dr., Seeley Creek drainagebetween Valley of Enchantment and Cedarpines Park.""",cch1,NA
RSA651289,1981-05-10,1981,5,10,130,36.324722,-117.028889,NA,NA,NA,Los Angeles,Hwy 10 N Dudley & [Ganesha] Hills Raod - 1 mile. Pomona.,cch1,NA
RSA652202,1940-02-20,1940,2,20,51,34.08863,-117.18224,457,3000,NA,San Bernardino,Santa Ana Wash.,cch1,WGS84
RSA656407,1958-05-10,1958,5,10,130,34.214438,-117.457673,732,900,NA,San Bernardino,ca. 12 air miles NW of San Bernardino in lower Lytle Creek Wash about 2-4 miles N of Interstate 15,cch1,WGS84
RSA660848,1988-05-04,1988,5,4,125,34.283344,-118.120515,NA,600,NA,Los Angeles,"""Strawberry Peak, San Gabriel Mountains.""",cch1,WGS84
RSA662611,1994-04-21,1994,4,21,111,34.165664,-117.769058,NA,300,NA,Los Angeles,directly west of San Dimas Ranger Station on San Dimas Canyon Rd.,cch1,WGS84
RSA668058,1957-06-08,1957,6,8,159,33.31277,-116.86427,1646,162,NA,San Diego,"""Near crestline Camp, Palomar Mt., Agua Tibia Mountains.""",cch1,WGS84
RSA673728,2000-05-27,2000,5,27,148,33.683333,-116.716667,1616,1600,NA,Riverside,San Jacinto Mountains: Baldy Mtn. area.,cch1,NAD83
RSA682600,2003-03-27,2003,3,27,86,33.533333,-117.583333,91,NA,NA,Orange,Santa Ana Mountain Foothills: Canyon bottom and west facing slopes above Canada Gobernadora.,cch1,NA
RSA688918,2003-04-02,2003,4,2,92,33.783333,-117.5,305,NA,NA,Riverside,Temescal Valley: Just west of I-15 Freeway and northeast of Lawson Dr.,cch1,NA
RSA701528,2004-04-05,2004,4,5,96,33.031111,-116.660556,NA,NA,NA,San Diego,"""Pine Hills area, between Magee Flat and Deadman Flat along Eagle Peak Rd.""",cch1,NA
RSA703103,2004-04-27,2004,4,27,118,33.270833,-116.532222,898,NA,NA,San Diego,"""Warner Springs area, rolling terrain near the Pacific Crest Trail, south of Highway 79 and west of the Warner Springs resort.""",cch1,NA
RSA715310,2000-05-20,2000,5,20,141,34.270556,-117.291389,1098,NA,NA,San Bernardino,Miller Canyon next to East fork of West fork Mojave River. E of Silverwood Lake.,cch1,NA
RSA721842,1937-03-20,1937,3,20,79,35.76889,-119.24611,NA,3800,NA,Kern,Near Delano.,cch1,WGS84
RSA733621,1946-03-23,1946,3,23,82,38.38984,-122.2023,NA,12300,NA,Napa,"""Napa range, along Napa-Monticello road.""",cch1,WGS84
RSA736311,2008-03-25,2008,3,25,85,33.8,-117.491667,274,NA,NA,Riverside,"""Perris / Elsinore Basin: Foothills of Gavilan Hills at Temescal Wash, near Olsen Canyon, A!MorganA(r) Property, Alberhill area.""",cch1,NA
RSA747361,2008-03-24,2008,3,24,84,34.314167,-117.438611,1107,1000,NA,San Bernardino,"""Wye Peak at Cajon Junction, NE of 215/Hwy 138 intersection.""",cch1,NA
RSA748852,2008-04-11,2008,4,11,102,34.170278,-117.812778,549,1000,NA,Los Angeles,"""San Dimas Experimental Forest, Lewis Paul Canyon, above waterfall at junction of Big Dalton Cyn. Rd.""",cch1,NA
RSA750477,1985-03-23,1985,3,23,82,35.6,-118.458333,1000,NA,NA,Kern,"""Piute Mtns. Along Erskine Creek Road, 2.1 miles from the flume and the first creek crossing of Erskine Creek.""",cch1,NA
RSA751918,2009-05-22,2009,5,22,142,33.733333,-116.766667,1159,NA,NA,Riverside,"""San Jacinto Mountains: Old Control Road, above Halfway Spring.""",cch1,NA
RSA752003,2009-06-08,2009,6,8,159,34.16294,-116.96795,1534,NA,NA,San Bernardino,"""San Bernardino Mountains: Along Santa Ana River Trail 2E03, off Middle Control Road, E of Cold Creek.""",cch1,WGS84
RSA75874,1929-05-04,1929,5,4,124,33.6093,-116.9354,793,1250,NA,Riverside,"""In open spaces along road, summit of St. JohnAs Grade, south of Hemet.""",cch1,WGS84
RSA75875,1929-05-04,1929,5,4,124,33.37724,-116.81395,1296,4827,NA,San Diego,Trail from Oak Grove to Palomar Mountain.,cch1,WGS84
RSA763963,2010-05-14,2010,5,14,134,33.416944,-116.827222,754,NA,NA,San Diego,"""Dameron Valley: East side of Hwy 79, 0.6 miles south of Riverside/San Diego county line, +/- 3.0 miles NW of Oak Grove.""",cch1,NA
RSA771945,1973-04-25,1973,4,25,115,34.457427,-117.81411,1159,300,NA,Los Angeles,"""San Gabriel Mountains, Mojave Desert Slope: 1/4 mi N of Bob's Gap, 3.5 miles S of Llano, N slope of Holcomb Ridge""",cch1,WGS84
RSA783108,1962-05-02,1962,5,2,122,33.975,-117.2926,777,1000,NA,Riverside,By saddle just N of highest part of Box Spring Mountains.,cch1,WGS84
RSA802257,2013-06-05,2013,6,5,156,33.72957,-116.74579,NA,NA,NA,Riverside,In Strawberry Creek below Strawberry Valley approximately 2.25 air miles southwest of Idyllwild.,cch1,NAD83
SD113485,1935-03-24,1935,3,24,83,32.71452,-116.83958,NA,3219,NA,San Diego,East of Jamul,cch1,WGS84
SD113486,2015-04-01,2015,4,1,91,34.122,-117.7176,NA,6000,NA,Los Angeles,Claremont,cch1,WGS84
SD11378,1935-05-08,1935,5,8,128,33.38516,-116.67809,NA,2011.675,NA,San Diego,Chihuahua Valley,cch1,WGS84
SD181486,2000-04-12,2000,4,12,103,33.68333,-116.71667,1616,NA,NA,Riverside,"""San Jacinto Mountains, Baldy Mountain area; Idyllwild [quad].""",cch1,NA
SD186240,1995-05-21,1995,5,21,141,34.37667,-117.05833,1737,NA,NA,San Bernardino,"""Head of Grapevine Canyon on Grapevine Canyon Road, south of Apple Valley.""",cch1,NA
SD241836,2008-03-25,2008,3,25,85,35.30722,-119.98611,591,NA,NA,San Luis Obispo,North of Carrizo Plain National Monument. Along Soda Lake Road between College and Belmont Streets.,cch1,NA
SD244167,2013-04-02,2013,4,2,92,33.73696,-117.42017,377,NA,NA,Riverside,"""Peninsular Range: Temescal Canyon between Horsetheif Canyon Road and Hostettler Road, near I-15 Fwy, SE of Corona (Lee) Lake (Albrehill 7.5'Q)""",cch1,NA
SD28536,1941-04-29,1941,4,29,119,33.21145,-116.5124,NA,804.67,NA,San Diego,Fresh burn at Montezuma View Point,cch1,WGS84
SD38532,1935-04-19,1935,4,19,109,33.0768,-116.53406,NA,402.335,NA,San Diego,"""In shade of shrubs, 1 mile east of Banner""",cch1,WGS84
SD38535,1932-03-01,1932,3,1,61,37.72644,-119.61164,NA,NA,NA,Mariposa,Yosemite National Park; in valley.,cch1,NA
SD38536,1933-04-19,1933,4,19,109,37.4634,-122.2613,NA,NA,NA,San Mateo,Above Emerald Lake,cch1,NA
SD4046,1925-05-10,1925,5,10,130,33.8748,-116.842,1219,NA,NA,Riverside,"""Banning-Idyllwild Road, San Jacinto Mountains.""",cch1,NA
SD7439,1882-04-24,1882,4,24,114,33.4956,-117.1493,NA,NA,NA,Riverside,Temecula,cch1,NA
SD85506,1971-04-22,1971,4,22,112,32.91667,-116.46667,1590,1609.34,NA,San Diego,"""In forest leaf litter, Laguna Mountains""",cch1,WGS84
SDSU6088,1934-05-01,1934,5,1,121,34.264,-116.8662,NA,2926,NA,San Bernardino,"""Dry shore, E side big bear Lake, San Bernardino Mts.""",cch1,WGS84
SDSU6137,1952-04-01,1952,4,1,92,34.291484,-117.840418,1036,300,NA,Los Angeles,Azusa Canyon. Angeles Natl. Forest near Coldstream Guard Station.,cch1,WGS84
SEINET10697901,2000-04-14,2000,4,14,105,36.62777,-121.72972,60,NA,NA,Monterey,"""Ford Ord. Off Jack's Road near Mudhen Lake. East end of Eucalytpus Road. Woodlands, moist slopes.""",cch1,NA
SEINET3091596,1974-05-28,1974,5,28,148,34.203,-117.09074,NA,50000,NA,San Bernardino,Rd. between Running Springs & Lake Arrowhead.,cch1,NA
SEINET3091664,1945-05-05,1945,5,5,125,34.087216,-116.835735,914,10000,NA,Riverside,San Gorgonio Mountains above Banning.,cch1,NA
SEINET5791646,1882-02-27,1882,2,27,58,34.147785,-118.144516,NA,9980,NA,Los Angeles,"""Pasadena, California""",cch1,NA
SEINET7063686,1947-04-16,1947,4,16,106,35.1441,-120.3535,241,NA,NA,San Luis Obispo,"""An open weedy grassland. About 15.6 miles east of Arroyo Grande on the Huasna Road. UTM Zone 10, 741103mE, 3892235mN. (WGS84/NAD83).""",cch1,NA
SEINET7067240,1947-05-13,1947,5,13,133,38.3111,-123.065,NA,NA,NA,Sonoma,Bodega Head. Coordinate datum: NAD27.,cch1,NA
SEINET7067555,1947-06-13,1947,6,13,164,33.4886,-117.2544,NA,NA,NA,Riverside,About 5.2 miles northeast of De Luz in Sandia Canyon. Coordinate datum: NAD27.,cch1,NA
SEINET7072453,1963-04-21,1963,4,21,111,34.7688,-120.5109,NA,NA,NA,Santa Barbara,Weedy area just south of Vandenburg Air Force Base. San Antonio Valley. Coordinate datum: NAD27.,cch1,NA
SEINET7072858,1963-05-20,1963,5,20,140,33.1117,-116.602,NA,NA,NA,San Diego,"""North of Julian on Volcan Road. Coordinate datum: WGS84/NAD83. (33? deg. 6' 42"""" North Latitude, -116? deg. 36' 5"""" West Longitude, Coordinate datum: NAD27.).""",cch1,NA
SEINET7073387,1963-04-23,1963,4,23,113,33.6637,-117.2864,NA,NA,NA,Riverside,About 0.6 mile up Railroad Canyon Road southeast of Lake Elsinore. Coordinate datum: NAD27.,cch1,NA
SEINET7073396,1963-04-23,1963,4,23,113,33.6641,-117.2692,NA,NA,NA,Riverside,About 1.6 mile up the Railroad Canyon Road southeast of Lake Elsinore. Coordinate datum: NAD27.,cch1,NA
SEINET7096613,1947-04-26,1947,4,26,116,37.98297,-120.43433,NA,NA,NA,Tuolumne,"""South Base of Table Mountain. NAD27, 37? deg. 58' 59ao, -120? deg. 26' 0ao (converted to WGS84 decimal degrees). UTM Zone 10, 725425mE, 4206841mN""",cch1,NA
SFV11583,1965-04-11,1965,4,11,101,39.18,-121.63,20,NA,NA,Placer,1 mile north of Marysville on Highway 99E. Roadside.,cch1,NAD27
SFV12280,1965-03-19,1965,3,19,78,38.63,-122.35,150,NA,NA,Napa,"""Field besied Dollarhide Road, about 3-4 miles east of Pope Valley.""",cch1,NAD27
SFV12282,1962-04-08,1962,4,8,98,39.6,-121.5,NA,NA,NA,Butte,"""Lave outcropping on Table Mountain, north of Oroville.""",cch1,NAD27
SFV16101,1995-04-09,1995,4,9,99,34.2952,-118.166,915,800,NA,Los Angeles,"""San Gabriel Mountains Angeles Forest Highway, 3.5 miles north of junction with Angeles Crest Highway. 100 m off highway.""",cch1,WGS84
SFV16182,1995-04-30,1995,4,30,120,34.89,-119.36,1400,NA,NA,Kern,"""Ventura Mountains Southeast of Maricopa on Cerro Noroeste Road, 9.7 miles southeast of CA Highway 33.""",cch1,NAD27
SFV16183,1995-03-26,1995,3,26,85,35.19,-119.91,800,NA,NA,San Luis Obispo,"""Carrizo Plain Carrizo Plain Natural Area. On ridge west of Soda Lake, about 5 miles north of Painted Rock.""",cch1,NAD27
SFV17465,1998-06-12,1998,6,12,163,34.91,-119.4,1300,NA,NA,Kern,Ventura Mountains Roadcut adjacent to Cerro Noroeste Road a few miles from Bitter Creek National Wildlife Refuge.,cch1,NAD27
SFV18486,2002-03-17,2002,3,17,76,38.94,-122.91,460,NA,NA,Lake,Highland Springs Dam. Dry hillside above reservoir on northeast side of road.,cch1,NAD27
SFV2984,1962-03-25,1962,3,25,84,34.44,-118.37,610,NA,NA,Los Angeles,"""San Gabriel Mountains Soledad Canyon. Small, burnt over canyon west of Bee Canyon, north of River's End Ranch.""",cch1,NAD27
SFV2985,1958-04-11,1958,4,11,101,34.32,-118.57,945,NA,NA,Los Angeles,"""Santa Susana Mountains Oat Mountain, north slope ravine. Roadside.""",cch1,NAD27
SFV2988,1961-05-20,1961,5,20,140,34.09,-118.61,245,NA,NA,Los Angeles,"""Santa Monica Mountains Old Topanga Canyon Road, 0.5 miles west of New Topanga Canyon Road, south of highway.""",cch1,NAD27
SFV2989,1962-03-24,1962,3,24,83,38.51,-121.26,38,NA,NA,Sacramento,"""CA Highway 16 at Eagle's Nest Road, southeast of Sacramento.""",cch1,NAD27
SFV5408,1962-06-02,1962,6,2,153,34.25,-118.19,793,NA,NA,Los Angeles,San Gabriel Mountains Roadside along Route 2 (Angeles Crest Highway) about 5 miles north of La Canada.,cch1,NAD27
SFV6664,1974-05-24,1974,5,24,144,34.32,-118.31,660,NA,NA,Los Angeles,San Gabriel Mountains Gold Creek Canyon. Side canyon of Little Tujunga Canyon. Watts Ranch.,cch1,NAD27
SFV8490,1974-04-13,1974,4,13,103,38.61,-122.41,207,NA,NA,Napa,"""1 air mile southwest of Pope Valley, just west of Chiles-Pope Valley Road.""",cch1,NAD27
UC1019584,1926-03-19,1926,3,19,78,33.1125,-116.523,NA,1609.34,NA,San Diego,near gate to entrance San Felipe Ranch (between Julian and Colorado Desert); between Julian and Colorado Desert,cch1,NA
UC1021935,1955-04-24,1955,4,24,114,36.75444,-119.16944,914,NA,NA,Fresno,Highway 180 above Clingan's junction; above Clingan's junction,cch1,NA
UC1039812,1956-04-16,1956,4,16,107,37.1484,-119.5052,396,804.67,NA,Fresno,"""e side Kerckhoff Lake; Sierra National Forest, Quad. 89-D1, e side Kerckhoff Lake""",cch1,NA
UC1057474,1940-03-21,1940,3,21,81,38.540382,-122.77343,91,341.18008,NA,Sonoma,2-3 mi se Windsor (Pleasant Avenue Road and Chalk Hill Road); se of Windsor,cch1,NA
UC1069166,1935-04-24,1935,4,24,114,37.96648,-120.713326,NA,1189.30226,NA,Calaveras,"""3 1/2 mi sw Hodson; Copperopolis Quad., sw of Hodson""",cch1,NA
UC1069167,1934-03-21,1934,3,21,80,39.2444,-121.846,NA,804.67,NA,Sutter,1 mi n West Butte; Marysville Buttes Quadrangle,cch1,NA
UC1069169,1938-02-01,1938,2,1,32,37.2384,-121.5034,NA,804.67,NA,Santa Clara,"""1.4 mi n Mt. Sizer; Morgan Hill Quad., n of Mt. Sizer""",cch1,NA
UC1069170,1935-03-21,1935,3,21,80,34.4173,-117.3205,NA,804.67,NA,San Bernardino,"""2 mi w Hesperia; Hesperia Quad., w of Hesperia""",cch1,NA
UC1069171,1935-03-04,1935,3,4,63,34.9798,-118.8973,NA,804.67,NA,Kern,"""near mouth of Grapevine Tejon Quad., San Joaquin Valley, nr Grapevine (San Joaquin V)""",cch1,NA
