specimen_number,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,county,locality,datum,source
SEINET5521034,1976-03-28,1976,3,28,88,NA,NA,122,NA,integrifolia,Contra Costa,"""Morgan territory road, 1 mile north of Curry Creek Park""",NA,cch1
CDA12056,1989-03-03,1989,3,3,62,38.5,-122.4,NA,NA,menziesii,Napa,North Coast Biodiversity Arena; Along Hwy 128 approx. 2 miles W of Monticello Dam (Lake Berryessa).,NA,cch1
CDA20118,2003-04-17,2003,4,17,107,33.283333,-116.887778,NA,NA,menziesii,San Diego,Peninsular Ranges; 6 mi E of Rincon.,NA,cch1
CHSC116618,2016-04-19,2016,4,19,110,37.8075,-121.746944,160,NA,menziesii,Contra Costa,"""Undesignated section of Canada de Los Vaqueros Land Grant. Along south side of road exit at Los Vaqueros Reservoir Marina, 2.3 miles (air) southwest of Los Vaqueros Reservoir Dam, approximately 25 miles (air) southwest of Stockton.""",NA,cch1
CHSC118643,2016-03-24,2016,3,24,84,39.614167,-123.458611,469,NA,menziesii,Mendocino,Along U.S. Hwy. 101 ca. 5 miles south of Laytonville.,WGS84,cch1
CHSC38460,1983-03-14,1983,3,14,73,39.783333,-121.757222,297,402.335,menziesii,Butte,"""Upper Bidwell Park, Chico, on the north rim ca. 0.75 mi e of the power lines.""",NAD 1983,cch1
CHSC47108,1986-04-10,1986,4,10,100,36.094167,-120.440556,304,402.335,menziesii,Fresno,South side of Warthan Cr ca 5 1/2 mi west of Coalinga via hwy 198. Shrubby north-facing slope above the creek.,NAD 1983,cch1
CHSC52401,1983-04-09,1983,4,9,99,38.908056,-122.770278,528,402.335,menziesii,Lake,"""Kesloff property, ca 1 mi W of Lower Lake.""",NAD 1983,cch1
CHSC55122,1986-03-06,1986,3,6,65,36.975278,-121.053056,198,3218.68,menziesii,Merced,North and eastern portions of Los Banos Valley.,NAD 1983,cch1
CHSC62467,1991-04-19,1991,4,19,109,39.546667,-121.387778,295,201.1675,menziesii,Butte,"""Ca 10 air mi NE of Oroville, 0.25 mi NW of Oregon Gulch, on gentle E-facing slope in N part of a 'Y' formed by jcn of old RR bed and road from Oregon Gulch to Hollow Spring.""",NAD 1983,cch1
CHSC70018,1996-03-24,1996,3,24,84,36.908056,-119.306667,533,201.1675,menziesii,Fresno,"""Sierra National Forest, Trimmer Ranger Station, Heliport area.""",NAD 1983,cch1
CHSC70378,1986-02-25,1986,2,25,56,36.940833,-121.027222,190,804.67,menziesii,Merced,"""Canyon of Wildcat Creek, south from Los Banos Valley. Annual grassland slopes.""",NAD 1983,cch1
CHSC76944,1893-04-01,1893,4,1,91,39.731667,-121.841667,NA,3218.68,menziesii,Butte,Rancho Chico.,NAD 1983,cch1
CSUSB120,1965-04-21,1965,4,21,111,33.82936,-117.46651,NA,1000,menziesii,Riverside,About 1 mile southwest of Lake Matthews Dam; near roadside on steep slope; Riverside.,WGS84,cch1
CSUSB122,1966-02-20,1966,2,20,51,33.94073,-117.35647,304.8,277,menziesii,Riverside,"""Arlington Ave., 1 mile east of Victoria Street, 100 yards south of road. City of Riverside.""",WGS84,cch1
GMDRC3694,2005-05-01,2005,5,1,121,34.808067,-115.669467,1340,30,menziesii,San Bernardino,"""Granite Mountains: Granite Mountains: Cottonwood Basin, UC Granite Mountains Desert Research Center. USGS 7.5 minute Quad: Bighorn Basin 34 deg. 48.484' N 115 deg. 40.168' W. Elev. 4396 ft.""",NA,cch1
GMDRC7800,2015-03-11,2015,3,11,70,34.781367,-115.652233,1309,30,menziesii,San Bernardino,"""Granite Mountains: UC GMDRC field station, Granite Cove, wash near Director's residence""",NAD83,cch1
HSC87900,1980-04-28,1980,4,28,119,39.798524,-123.187297,427,3266,menziesii,Mendocino,"""End of Hwy. 162, 3 mi. E of Covelo""",WGS84,cch1
HSC87901,1980-04-24,1980,4,24,115,38.9316,-123.3044,335,950,menziesii,Mendocino,"""Wheeler Ranch, 6 mi. SW of Yorkville""",WGS84,cch1
HSC89473,1986-03-12,1986,3,12,71,41.0542,-124.1519,61,249,menziesii,Humboldt,"""Trinidad Head, along trail""",WGS84,cch1
JEPS127095,1916-04-19,1916,4,19,110,37.807453,-121.746961,160,NA,menziesii,Contra Costa,"""2.3 miles (air) southwest of Los Vaqueros Reservoir Dam, approximately 25 miles (air) southwest of Stockton. Undesignated section of Canada de Los Vaqueros Land Grant, Byron Hot Spring USGS 7.5' Quad.""",NA,cch1
JROH2737,1903-04-01,1903,4,1,91,37.4079,-122.246,NA,2814,menziesii,San Mateo,"""Jasper Ridge Biological Preserve, Stanford University; Searsville Ridge""",WGS84,cch1
JROH2738,1976-04-03,1976,4,3,94,37.407873,-122.245972,NA,2814,menziesii,San Mateo,"""Jasper Ridge Biological Preserve, Stanford University""",WGS84,cch1
JROH2740,1992-04-09,1992,4,9,100,37.4079,-122.246,NA,2814,menziesii,San Mateo,"""Jasper Ridge Biological Preserve, Stanford University""",WGS84,cch1
JROH5546,2013-04-13,2013,4,13,103,37.401102,-122.230657,136,50,menziesii,San Mateo,"""Jasper Ridge Biological Preserve, Stanford University; southeast side of creek and about 75 meters upstream of bridge on Trail 11""",WGS84,cch1
LA202608,1941-04-08,1941,4,8,98,34.14330879,-118.4534229,NA,9999,menziesii,Los Angeles,"""Santa Monica Mountains, Sherman Oaks""",NAD 1927,cch1
POM126457,1907-03-31,1907,3,31,90,38.7525,-122.615,NA,5000,menziesii,Lake,Middletown.,WGS84,cch1
POM199848,1932-03-10,1932,3,10,70,36.2078,-119.3464,NA,9930,menziesii,Tulare,Tulare,WGS84,cch1
POM202997,1933-04-20,1933,4,20,110,35.389973,-120.609057,NA,1136,menziesii,San Luis Obispo,Santa Margarita.,WGS84,cch1
POM231318,1933-04-01,1933,4,1,91,38.66896,-122.63291,NA,3000,menziesii,Lake,Mt. St. Helena.,WGS84,cch1
POM249028,1938-04-17,1938,4,17,107,37.393056,-120.007778,457,8046.7,menziesii,Mariposa,"""Near Mariposa Creek, 13 miles west of Mormon Bar, Sierra Nevada foothills.""",NAD83,cch1
POM263485,1939-03-31,1939,3,31,90,38.5756,-122.4499,NA,1350,menziesii,Napa,Angwin. Howell Mtns.,WGS84,cch1
POM289748,1931-04-18,1931,4,18,108,37.262715,-119.795053,518,1000,menziesii,Madera,5 miles W of Coarsegold. Sierra Nevada Mtn. Range. Fresno River.,WGS84,cch1
POM296771,1945-03-30,1945,3,30,89,34.156915,-117.70179,549,1000,menziesii,Los Angeles,Canyon at Padua Hills above Claremont.,WGS84,cch1
POM320434,1971-04-08,1971,4,8,98,39.00434,-122.76192,396,500,menziesii,Lake,"""Roadside of Soda Bay Road at the junction of three roads, two miles east of Soda Bay. Coast Range: Mayacmas Mountains. Clear Lake drainage.""",WGS84,cch1
POM3472,1917-04-01,1917,4,1,91,34.187084,-117.621758,915,1000,menziesii,San Bernardino,Cucamonga Canyon,WGS84,cch1
POM3737,1897-03-31,1897,3,31,90,32.9084,-116.9261,NA,805,menziesii,San Diego,Foster.,WGS84,cch1
POM65254,1902-04-12,1902,4,12,102,37.3192,-122.2739,NA,3350,menziesii,San Mateo,La Honda.,WGS84,cch1
POM65288,1903-04-06,1903,4,6,96,37.626139,-122.43237,NA,3607,menziesii,San Mateo,"""San Bruno hills, San Francisco.""",WGS84,cch1
POM65372,1904-02-28,1904,2,28,59,36.97088,-122.0212,NA,4479,menziesii,Santa Cruz,Santa Cruz.,WGS84,cch1
POM65806,1917-04-02,1917,4,2,92,36.5156,-121.94211,NA,990,menziesii,Monterey,Point Lobos.,WGS84,cch1
POM73913,1882-03-07,1882,3,7,66,34.152867,-118.121454,NA,6700,menziesii,Los Angeles,Pasadena.,WGS84,cch1
RSA0067586,2014-04-26,2014,4,26,116,35.64018,-118.18436,1222,NA,menziesii,Kern,Scodie Canyon. At the end of the U.S. Fish and Wildlife Ecological Reserve.,NA,cch1
RSA0073849,2015-03-21,2015,3,21,80,35.57886,-118.23388,1028,NA,menziesii,Kern,"""Near Rocky Point, small canyon south of Cane Canyon. East of Kelso Valley Road. South of old mining road.""",NA,cch1
RSA0073853,2015-03-07,2015,3,7,66,35.54837,-118.04398,1203,NA,menziesii,Kern,"""Horse Canyon. West side of canyon, near the mouth of the canyon. Near primitive campsite.""",NA,cch1
RSA0094763,2015-03-31,2015,3,31,90,34.130967,-116.4915,1148,NA,menziesii,San Bernardino,"""Little San Bernardino Mountains; along dirt road in Water Canyon, 1.3 mi west of Pioneertown Rd, approx 5 mi. NW of Yucca Valley.""",NAD83,cch1
RSA0105076,2003-04-04,2003,4,4,94,33.808217,-117.260333,536,NA,menziesii,Riverside,"""UC Riverside, Motte Rimrock Reserve. Off Sage Rd.""",NA,cch1
RSA10775,1928-05-06,1928,5,6,127,39.16637,-122.74145,NA,500,menziesii,Lake,3 miles west of Bartlett Springs on the road to Clear Lake.,WGS84,cch1
RSA113487,1955-05-06,1955,5,6,126,36.2742,-121.5045,1311,428,menziesii,Monterey,"""2 miles west of China Camp, Santa Lucia Mountains""",WGS84,cch1
RSA15266,1927-03-02,1927,3,2,61,37.404068,-122.236617,NA,1000,menziesii,San Mateo,Above Searsville Lake.,WGS84,cch1
RSA201829,1965-03-19,1965,3,19,78,38.60634,-122.36959,NA,910,menziesii,Napa,"""Open meadow along Dollarhide Road, 3.5 miles east of Pope Valley.""",WGS84,cch1
RSA222969,1971-04-28,1971,4,28,118,34.1773,-117.5361,915,800,menziesii,San Bernardino,"""Day Canyon, San Bernardino National Forest.""",WGS84,cch1
RSA226234,1971-04-21,1971,4,21,111,34.171076,-117.828525,NA,500,menziesii,Los Angeles,"""Mystic Canyon, 2 mi. NE of Glendora, about 1 m above creek bed""",WGS84,cch1
RSA240754,1973-04-20,1973,4,20,110,34.618611,-118.415556,1143,NA,menziesii,Los Angeles,San Gabriel Mountains.,NA,cch1
RSA247113,1966-03-12,1966,3,12,71,34.195566,-118.022342,610,500,menziesii,Los Angeles,"""San Gabriel Mountains; north of Arcadia; Chantry Flats, up Santa Anita Canyon.""",WGS84,cch1
RSA250674,1971-04-02,1971,4,2,92,34.134621,-117.731194,549,400,menziesii,Los Angeles,"""Johnson's PastureAs, N. of Mountain Avenue, Claremont.""",NAD83,cch1
RSA276027,1974-03-11,1974,3,11,70,34.163329,-117.781409,549,1000,menziesii,Los Angeles,Lodi Canyon.,WGS84,cch1
RSA296068,1935-04-10,1935,4,10,100,38.978,-122.8394,NA,3274,menziesii,Lake,Kelseyville,WGS84,cch1
RSA296798,1947-04-16,1947,4,16,106,34.36437,-117.50296,1402,6400,menziesii,San Bernardino,"""Edge of Mojave desert, 10 miles northwest of Cajon.""",NAD83,cch1
RSA346564,1971-05-09,1971,5,9,129,34.206467,-117.455133,793,500,menziesii,San Bernardino,"""Lytle Creek Road 1/2 mile above the Pennstock Firebreak, Lytle Creek to Pacific Slope drainage""",WGS84,cch1
RSA346567,1971-03-18,1971,3,18,77,34.176391,-117.754213,480,300,menziesii,Los Angeles,"""San Dimas Canyon, 6.2 miles from the intersection of Foothill and San Dimas Canyon Rd.""",WGS84,cch1
RSA381419,1971-05-24,1971,5,24,144,36.906227,-119.268642,442,300,menziesii,Fresno,Foothills of Sierra Nevada: ca. 2 miles beyond turn-off to Maxon Road.,WGS84,cch1
RSA421297,1963-02-09,1963,2,9,40,34.203646,-118.043156,1159,1000,menziesii,Los Angeles,"""on upper trail of Winter Creek, above Chantry Flats in Santa Anita Canyon.""",WGS84,cch1
RSA421311,1928-02-29,1928,2,29,60,34.130668,-117.719666,NA,2000,menziesii,Los Angeles,"""ThompsonAs Creek, Hills N of Claremont.""",WGS84,cch1
RSA421316,1929-04-29,1929,4,29,119,34.16667,-118.23342,NA,2000,menziesii,Los Angeles,Verdugo Woodland,WGS84,cch1
RSA421351,1933-04-09,1933,4,9,99,37.217168,-119.905438,NA,3360,menziesii,Mariposa,Raymond,WGS84,cch1
RSA421368,1945-03-25,1945,3,25,84,33.42605,-116.8679,610,1610,menziesii,San Diego,Cottonwood Creek near Aguanga,WGS84,cch1
RSA421370,1947-04-14,1947,4,14,104,33.1992,-116.5986,1067,1609.34,menziesii,San Diego,San Felipe.,WGS84,cch1
RSA509552,1989-03-17,1989,3,17,76,34.583333,-118.166667,884,NA,menziesii,Los Angeles,"""Palmdale area, Elizabeth Lake Road at California Aqueduct. San Andreas rift zone bisects the site.""",NA,cch1
RSA51250,1950-03-18,1950,3,18,77,37.7147,-122.3908,76,778.92056,menziesii,San Francisco,Bayview Hills.,NAD27,cch1
RSA523374,1935-03-06,1935,3,6,65,34.584766,-118.188557,945,500,menziesii,Los Angeles,4 miles west of Palmdale,WGS84,cch1
RSA523544,1990-04-02,1990,4,2,92,33.464167,-116.956944,488,NA,menziesii,Riverside,"""Vail Lake area, lower slopes of Agua Tibia Mtn, along Hwy 79, E of USFWS Dripping Springs Guard Station.""",NA,cch1
RSA575133,1994-04-05,1994,4,5,95,34.208333,-117.415278,701,NA,menziesii,San Bernardino,1.1 mile W of Glen Helen Road on FS Road 3N31 (Apple White Road),NA,cch1
RSA584034,1991-04-25,1991,4,25,115,34.249167,-117.801667,841,NA,menziesii,Los Angeles,"""San Gabriel Mtns: Doe Flat and immediate vicinity, situated between Graveyard Canyon and the E Fk of Susanna Canyon, draining to the lower E Fk of the San Gabriel River.""",NA,cch1
RSA588054,1994-04-15,1994,4,15,105,34.4662,-118.0305,1113,400,menziesii,Los Angeles,Santiago canyon: W slopes of drainage near confluence with Little Rock Creek.,NAD83,cch1
RSA589117,1992-04-04,1992,4,4,95,34.429,-117.8374,1207,150,menziesii,Los Angeles,"""Big Rock Creek: ca 0.25 mile S of Big Pines Highway, between the stream and Big Rock Creek Road.""",WGS84,cch1
RSA595452,1995-05-08,1995,5,8,128,34.611667,-118.326111,1098,NA,menziesii,Los Angeles,Slopes between Leona Valley and Lost Valley.,NA,cch1
RSA597768,1997-03-14,1997,3,14,73,34.74125,-118.717194,1213,NA,menziesii,Los Angeles,"""Liebre Mountains, lower southeastern flank of Bald Mountain, near head of Liebre Gulch, due west of Sandberg.""",NA,cch1
RSA597821,1969-04-20,1969,4,20,110,34.499427,-118.061306,NA,500,menziesii,Los Angeles,Mt. Emma Road just north of National Forest Boundary; ridge east of Hunt Canyon.,WGS84,cch1
RSA598872,1997-03-21,1997,3,21,80,34.7065,-118.480917,1195,NA,menziesii,Los Angeles,"""Liebre Mountains, Portal Ridge, upper Broad Canyon, ca. 1 mile east of VABM King and 1.2 miles east of the junction of Forest Service Roads 7N07 and 7N07A, along the ridgeline dividing Bleich Canyon and Broad Canyon.""",NA,cch1
RSA603648,1944-02-27,1944,2,27,58,36.5156,-121.94211,NA,990,menziesii,Monterey,Point Lobos Reserve: NE of China Cove.,WGS84,cch1
RSA605958,1935-04-09,1935,4,9,99,35.724,-120.296,457,1000,menziesii,San Luis Obispo,Cholame,NAD27,cch1
RSA607025,1968-05-24,1968,5,24,145,34.284317,-117.864724,1280,300,menziesii,Los Angeles,"""San Gabriel Mountains: Northwest slope of Smith Mountain, along Bear Creek Trail.""",WGS84,cch1
RSA608634,1931-03-19,1931,3,19,78,34.077121,-117.766439,NA,800,menziesii,Los Angeles,Pomona: Ganesha Heights.,WGS84,cch1
RSA611655,1998-03-17,1998,3,17,76,34.543278,-118.159056,976,NA,menziesii,Los Angeles,Liebre Mountains region: Anaverde Valley at north base of Sierra Pelona.,NA,cch1
RSA613472,1997-03-13,1997,3,13,72,33.470278,-117.076944,378,NA,menziesii,Riverside,"""NW Palomar Mountains, Agua Tibia Mountains: In the Redhawk Housing Development, north of the Pechanga Indian Reservation. The hills south of the intersection of Marge Place and Tehachapi Pass (south of Redhawk Parkway).""",NA,cch1
RSA674245,2003-02-10,2003,2,10,41,34.203333,-118.264722,823,NA,menziesii,Los Angeles,South side; Along dirt road (Brand Park Motorway) to top of crest at Verdugo Motorway. Area burned in Summer-Fall of 2002.,NA,cch1
RSA713429,2006-03-19,2006,3,19,78,35.441917,-120.310267,492,NA,menziesii,San Luis Obispo,"""roadside of 58-E, east of 101. Sunny flat, gravelly soil.""",NA,cch1
RSA717582,2004-04-09,2004,4,9,100,33.761111,-117.026944,488,NA,menziesii,Riverside,"""San Jacinto Valley: Tres Cerritos, ca. 3 miles WNW of Hemet, east of the Lakeview Mtns., in central valley among the three peaks.""",NA,cch1
RSA718849,1995-03-25,1995,3,25,84,34.406389,-117.605833,1378,NA,menziesii,San Bernardino,"""Pinon Hills area at Sheep Creek, 0.9 mi. south of Hwy 138 at Scrub Oak Rd.""",NA,cch1
RSA721505,1995-04-07,1995,4,7,97,34.208866,-117.666543,1220,800,menziesii,San Bernardino,"""flats immediately S of Spring Hill, W of FS Rd 2No4""",WGS84,cch1
RSA721602,1995-04-29,1995,4,29,119,34.299722,-117.480278,945,NA,menziesii,San Bernardino,"""West of Cajon Wash and south of Hwy 138, c. 1 mile SSW of Cajon Junction, off FS road 3N49.""",NA,cch1
RSA729931,1998-04-14,1998,4,14,104,34.423333,-117.714444,1512,NA,menziesii,Los Angeles,"""Southern Mojave Desert: 100 m east of mouth of Mescal Canyon, in Mescal Heights area, 50 m E of 237th St. East""",NA,cch1
RSA733445,2001-04-18,2001,4,18,108,34.453056,-117.806944,NA,NA,menziesii,Los Angeles,"""San Gabriel Mtns./Mojave Desert: Valyermo area, ridge top ca. 500 m east of south end of Bobs Gap""",NA,cch1
RSA747646,2009-04-07,2009,4,7,97,34.942661,-119.381445,1089,500,menziesii,Kern,"""Western Transverse Range; San Emigdio Mountains Region; Bitter Creek National Wildlife Preserve, ca. 1.10 miles east northeast of junction of Cerro Noroeste Road and Klipstein Canyon Road.""",WGS84,cch1
RSA751393,2009-04-14,2009,4,14,104,34.19115,-116.91871,1701,NA,menziesii,San Bernardino,"""Santa Ana River Canyon, Converse Flats. S of Forest Road 1N04, W of Jct. with Radford Road (Forest Rd. 2N05). Along W edge of flat, E side of Hamilton Creek.""",NAD83,cch1
RSA764824,2009-03-21,2009,3,21,80,34.186072,-117.523128,850,3000,menziesii,San Bernardino,Etiwanda foothills. Alongside a second-order perennial stream.,WGS84,cch1
RSA770697,2010-04-12,2010,4,12,102,33.97288,-116.65146,610,NA,menziesii,Riverside,Whitewater Cyn. Along Whitewater River drainage and adjacent slopes below Whitewater Visitor Center (Whitewater Trout Farm).,NA,cch1
RSA770860,2010-04-13,2010,4,13,103,34.01961,-116.668175,823,NA,menziesii,Riverside,"""Transverse Ranges; San Bernardino Mountains region: Whitewater Canyon. Along Whitewater River drainage and adjacent slopes 1-2 miles above Whitewater Visitor Center (Whitewater Trout Farm)., Between N34.01961, W116.68175 and N34.01041 and W116.67141.""",NA,cch1
RSA772121,2010-04-13,2010,4,13,103,34.02559,-116.69098,915,NA,menziesii,Riverside,"""Whitewater Canyon. Along Whitewater River drainage and adjacent slopes 0-1 miles above Whitewater Visitor Center (Whitewater Trout Farm); between N34.00456, W116.67238 and N33.99629 and W116.66010.""",NA,cch1
RSA776228,2011-03-29,2011,3,29,88,33.95674,-116.66391,762,NA,menziesii,Riverside,"""Haugen Lehmann exit, Pacific Crest Trail up into canyon east of Cottonwood Canyon""",NAD83,cch1
RSA77919,1952-04-16,1952,4,16,107,36.177229,-118.796146,457,3752,menziesii,Tulare,"""About Bear Creek, roughly 4 miles north of Springville along North Fork Tule River.""",WGS84,cch1
RSA784260,1962-06-24,1962,6,24,175,34.077884,-116.967137,1585,4000,menziesii,San Bernardino,"""North of Yucaipa ridge along Oak Glen-Forest Home fireroad, SE San Bernardino Mts.""",WGS84,cch1
RSA79215,1952-03-23,1952,3,23,83,34.129214,-117.742285,427,800,menziesii,Los Angeles,canyon north of Webb School; east of Live Oak Canyon.,WGS84,cch1
RSA794025,2012-05-08,2012,5,8,129,34.311017,-117.438833,1198,NA,menziesii,San Bernardino,"""Western San Bernardino Mountains: Cajon Pass area, Cleghorn Road (dirt), 2 miles airline east (92 degrees) of Cajon Junction.""",NA,cch1
SBBG110918,1995-04-01,1995,4,1,91,35.903,-121.132,300,1200,menziesii,Monterey,"""near Sam Jones Rd, ca. 2 km W of San Antonio River, ca. 3.5 km NE of Piojo Valley Reservoir; Ft Hunter Liggett""",NA,cch1
SBBG113301,1995-04-01,1995,4,1,91,36.0802,-121.2721,340,1200,menziesii,Monterey,"""above Mission Crk, W of jct of Mission Crk and upper Milpitas Rds, ca. 0.5 km E of Coleman Reservoir; Ft Hunter Liggett""",NA,cch1
SBBG114372,1998-04-25,1998,4,25,115,34.895,-119.413,1219,2000,menziesii,Ventura,"""N of Ballinger Cyn Cmpgrd, adj to main rd""",NA,cch1
SBBG123782,1995-04-06,1995,4,6,96,36.0802,-121.2721,360,1200,menziesii,Monterey,"""above Mission Crk, W of jct of Mission Crk and Upper Milpitas Rds, ca. 0.6 km E of Coleman Reservoir, ca. 3.2 km W of Cosio Knob; Ft Hunter Liggett""",NA,cch1
SBBG124298,2003-04-25,2003,4,25,115,34.733,-118.88,1188,1500,menziesii,Ventura,"""Hungry Valley State Vehicular Recreation Area, Gold Hill Rd W of jct with Hungry Valley Rd""",NA,cch1
SBBG48273,1973-03-14,1973,3,14,73,34.4293,-119.706,NA,500,menziesii,Santa Barbara,El Mirasol block between Sola and Micheltorena streets; Santa Barbara,NA,cch1
SBBG82088,1950-04-30,1950,4,30,120,35.422,-119.931,1066,2000,menziesii,San Luis Obispo,"""near Carneros Cyn, Temblor Range""",NA,cch1
SBBG82156,1955-03-24,1955,3,24,83,34.3884,-119.3605,NA,2250,menziesii,Ventura,"""Casitas Pass Rd, Ventura River watershed""",NA,cch1
SBBG82157,1955-04-10,1955,4,10,100,34.7832,-120.0169,NA,2000,menziesii,Santa Barbara,old rd near Zaca Lake towards the Manzana River,NA,cch1
SBBG82159,1955-03-24,1955,3,24,83,34.386,-119.3804,338,1000,menziesii,Ventura,Casitas Pass; Ventura River watershed,NA,cch1
SBBG82201,1947-04-17,1947,4,17,107,34.601,-120.028,NA,NA,menziesii,Santa Barbara,"""Happy Cyn, upper Santa Ynez Valley""",NA,cch1
SBBG82202,1956-04-05,1956,4,5,96,34.7216,-119.9494,NA,1000,menziesii,Santa Barbara,"""rd near Big Cone Spruce grove on Ranger Pk, E of Figueroa Mtn""",NA,cch1
SBBG82204,1957-05-23,1957,5,23,143,34.774,-119.642,NA,1000,menziesii,Santa Barbara,Santa Barbara Potrero,NA,cch1
SBBG82469,1955-03-25,1955,3,25,84,34.6515,-120.3135,NA,500,menziesii,Santa Barbara,Campbell Rd ca. 8 mi W of Buellton,NA,cch1
SBBG82606,1953-04-28,1953,4,28,118,34.844,-120.45,NA,5000,menziesii,Santa Barbara,"""Graciosa Cyn, S of Orcutt""",NA,cch1
SBBG82621,1957-04-09,1957,4,9,99,34.511,-119.809,NA,1000,menziesii,Santa Barbara,"""El Camino Cielo, ca. 0.75 mi E of San Marcos Pass""",NA,cch1
SBBG82629,1963-04-30,1963,4,30,120,34.941,-120.2073,NA,2500,menziesii,Santa Barbara,lower Colson Cyn,NA,cch1
SBBG82630,1956-05-16,1956,5,16,137,34.521,-119.915,914,2500,menziesii,Santa Barbara,El Camino Cielo ca. 9 mi W of San Marcos Pass,NA,cch1
SEINET7063415,1947-03-29,1947,3,29,88,33.6849,-117.2032,434,NA,menziesii,Riverside,"""About 6.2 miles east of Lake Elsinore on Newport Road. UTM Zone 11, 481169mE, 3727240mN. (WGS84/NAD83).""",NA,cch1
SEINET7063430,1947-03-30,1947,3,30,89,33.5748,-117.0086,549,NA,menziesii,Riverside,"""About 4.2 miles west of Sage on East Benton Road. UTM Zone 11, 499198mE, 3715007mN. (WGS84/NAD83).""",NA,cch1
SEINET7063438,1947-03-30,1947,3,30,89,33.5757,-116.9849,561,NA,menziesii,Riverside,"""About 4.2 miles west of Sage in Tucalota Valley on East Benton Road. UTM Zone 11, 501405mE, 3715115mN. (WGS84/NAD83).""",NA,cch1
UCD102389,2002-04-24,2002,4,24,114,37.866667,-121.883333,890,NA,menziesii,Contra Costa,Mount Diablo State Park. North Peak Road to North Peak.,NA,cch1
UCD118354,2012-05-05,2012,5,5,126,38.561667,-122.403333,387,NA,menziesii,Napa,"""Las Posadas State Experimental Forest. Northeastern part of property, on Recreation flat.""",NAD83,cch1
UCD120251,2006-04-20,2006,4,20,110,38.631944,-120.722222,665,NA,menziesii,El Dorado,"""Northern Sierra Nevada: Between N and Middle forks of Cosumnes River; junction of Sand Ridge Road and Cutaway Lane, 2.1 mi SW of Somerset.""",NA,cch1
UCD120252,2007-04-23,2007,4,23,113,38.540278,-120.840833,302,NA,menziesii,Amador,Northern Sierra Nevada Mountains: along Bell Road beside Plymouth Creek just east of CA-49 in the vicinity of Enterprise.,NA,cch1
UCD120254,1995-05-21,1995,5,21,141,38.433333,-122.166667,250,NA,menziesii,Napa,South side of Highway 128 about 3 mi. west of Wragg Canyon Rd.,NA,cch1
UCD120255,1995-05-19,1995,5,19,139,39.083333,-120.883333,400,NA,menziesii,Placer,"""Near a road cut about 1 km from the trailhead of the Steven's Trail that descends the north fork of the American River Canyon outside of Colfax, south of I-80.""",NA,cch1
UCD131927,2013-04-14,2013,4,14,104,38.999722,-122.803333,562,NA,menziesii,Lake,"""Clear Lake State Park. NE of Kelseyville. Lower northern slope of Mount Konocti. South side of park, south of Soda Bay Road. South of undeveloped road that goes southeast from Glebe Road past the gate.""",NAD83,cch1
UCD19423,2000-02-07,2000,2,7,38,38.492222,-121.686667,12,NA,menziesii,Yolo,"""Grasslands Regional Park. East of Davis, from intersection of I-80 and Mace Blvd., 3.5 mi. south on Mace Blvd.(County Road 104), thence east 1/4 mi along unpaved entrance road, then south about 200 yd.""",NA,cch1
UCD40102,1970-05-23,1970,5,23,143,38.1995,-120.3288,731,525,menziesii,Calaveras,"""Stanislaus River Canyon. Along Hunter's Road, between Hathaway Pines and NF Stanislaus River.""",WGS84,cch1
PGM1065,1971-05-24,1971,5,24,144,NA,NA,NA,NA,menziesii,Monterey,"""Santa Lucia Mountains, Carmel Valley Carmel Valley Rd, 15 mi E of Esquiline (sp) Rd Carmel Valley Village""",NA,cch1
PGM1097,1973-04-18,1973,4,18,108,NA,NA,NA,NA,menziesii,Monterey,"""Santa Lucia Mountains, Oasis Rd W of San Lucas, 1 mi from junction with San Lucas Rd""",NA,cch1
PGM3838,1990-04-16,1990,4,16,106,NA,NA,NA,NA,menziesii,Monterey,"""Northern Monterey County, Garin Rd 2 mi fr Los Lomas jct, 2 mi from Las Lomas jctn""",NA,cch1
POM125920,1920-03-26,1920,3,26,86,NA,NA,NA,NA,menziesii,Monterey,Pine Canyon road near Kings City.,NA,cch1
POM126455,1907-04-28,1907,4,28,118,NA,NA,NA,NA,menziesii,Sonoma,Santa Rosa to Calistoga.,NA,cch1
POM126468,1907-04-02,1907,4,2,92,NA,NA,274,NA,menziesii,Santa Clara,Hills west of Los Gatos.,NA,cch1
POM127855,1910-04-17,1910,4,17,107,NA,NA,NA,NA,menziesii,Monterey,San Jose Canyon.,NA,cch1
POM161735,1928-04-08,1928,4,8,99,NA,NA,NA,NA,menziesii,San Benito,Two miles below Idria on the Panoche Road.,NA,cch1
POM181492,1923-04-21,1923,4,21,111,NA,NA,NA,NA,menziesii,Butte,Canyon of Chico Creek,NA,cch1
POM196283,1928-03-23,1928,3,23,83,NA,NA,30,NA,menziesii,San Joaquin,Near Peters.,NA,cch1
POM216812,1933-03-18,1933,3,18,77,NA,NA,NA,NA,menziesii,Sonoma,Field northeast of Santa Rosa.,NA,cch1
POM216813,1934-03-12,1934,3,12,71,NA,NA,NA,NA,menziesii,Calaveras,Between MurphyAs and Calaveras Big Trees.,NA,cch1
POM225897,1929-03-16,1929,3,16,75,NA,NA,457,NA,menziesii,Fresno,In Big Sandy Valley or near on the Tollhouse Road.,NA,cch1
