specimen_number,id,date_new,year,month,day,DOY,lat,long,elev_m,error_dist_m,sub_sp,repro,county,locality,habitat,source
UCSB030058,305999,1938-04-25,1938,4,25,115,35.805,-118.681,NA,5000,NA,NA,Tulare,Jack Ranch; near Posey P.O.,NA,cch2
UCSB030059,306000,1961-03-19,1961,3,19,78,NA,NA,NA,NA,NA,NA,Santa Barbara,1 yd. S of W Camino Ciello; 0.6 road mi. E of Refugio Road (=Refugio Beach County Park- Santa Ynez road); Santa Ynez Mountains,Foothill Woodland-Chaparral,cch2
UCSB030060,306001,1967-03-11,1967,3,11,70,NA,NA,NA,NA,NA,NA,Santa Barbara,About 1 mile southeast of Vandenberg Village; 3 miles south of Lompoc,In sandy soil; in grassy openings; in chaparral,cch2
UCSB030061,306002,1946-02-27,1946,2,27,58,34.463,-119.6906,NA,500,NA,NA,Santa Barbara,Lower slope of Rattlesnake Canyon; near Santa Ynez Mountains; 4 miles north of Santa Barbara,On chaparral slopes,cch2
UCSB030062,306003,1960-04-10,1960,4,10,101,NA,NA,NA,NA,NA,NA,San Luis Obispo,.8 mile up Cambria Pines lodge Rd.,"Growing in moist, shaded soil",cch2
UCSB030063,306004,1979-04-04,1979,4,4,94,NA,NA,NA,NA,NA,NA,Santa Barbara,On east side of bend in Figueroa Mtn. Road; 17.6 miles east from junction with Route 154; San Rafael Mtns.,"With Lupinus nanus and Capsella bursapastoris; on disturbed, west-facing road-cut; in clay-loam soil",cch2
UCSB030064,306005,1978-03-16,1978,3,16,75,33.8713,-117.4363,NA,425,NA,NA,Riverside,At top of hill 3/4 mi. W of orange grove at 3000 McAllister Dr. in Riverside,"On grassy, north-west facing slope; with Amsinckia",cch2
UCSB030065,306006,1961-03-10,1961,3,10,69,36.10151,-120.31102,NA,2000,NA,NA,Fresno,Jacalitos Canyon; near Coalinga,North slope of grassy hillside,cch2
UCSB030066,306007,1974-02-16,1974,2,16,47,NA,NA,NA,NA,NA,NA,Santa Barbara,Running Springs Ranch on Happy Canyon Rd.; about 6 mi. from Armour Ranch Rd.; in Santa Ynez Valley,Found under Quercus agrifolia; on steep N-facing slope; in clay soil,cch2
UCSB030067,306008,1979-04-13,1979,4,13,103,NA,NA,NA,NA,NA,NA,San Luis Obispo,2 mi. east of Hwy. 101 on E. Cuesta Ridge Rd.,With Calandrinia ciliata and Orthocarpus purpurascens; in grassy meadow; in clay soil,cch2
UCSB030068,306009,1966-04-09,1966,4,9,99,NA,NA,NA,NA,NA,NA,San Luis Obispo,10 miles S of Shandon,Grassland,cch2
UCSB030091,306010,1972-03-20,1972,3,20,80,NA,NA,NA,NA,atomaria,NA,Humboldt,0.6 mi. along Black Sands Rd. from Shelter Cove Rd. junction; Shelter Cove,In grassy roadside soil,cch2
UCSB030090,306011,1962-04-17,1962,4,17,107,NA,NA,NA,NA,atomaria,NA,Marin,End of road at tip of Point Reyes Peninsula,Exposed slope,cch2
UCSB030089,306012,1962-04-17,1962,4,17,107,NA,NA,NA,NA,atomaria,NA,Santa Clara,California Highway 9; 1.5 miles west of junction with Highway 5; 14 miles east of Big Basin,Growing beside shaded path,cch2
UCSB030092,306013,1939-05-14,1939,5,14,134,NA,NA,NA,NA,atomaria,NA,Sonoma,Bodega State Park,NA,cch2
UCSB030093,306014,1953-04-25,1953,4,25,115,33.07817,-116.61458,NA,241,integrifolia,NA,San Diego,1 mile west of Julian,Growing in semi-shade; under Quercus agrifolia; growing among grasses; Baby Blue Eyes,cch2
UCSB030409,306015,1995-04-01,1995,4,1,91,NA,NA,NA,NA,menziesii,NA,Lake,"Jct. Hwys. 29 and 175; ca. 3 mi. SE of Kelseyville; Kelseyville U.S.G.S. Quadrangle, 15'; SE 1/4 of SW 1/4 Sect. 30; T18N, R8W",NA,cch2
UCSB030408,306016,1962-03-09,1962,3,9,68,33.517333,-117.595479,NA,500,menziesii,NA,Orange,4.4 miles east of San Juan Capistrano on State 74,On grassy hill; with Quercus agrifolia,cch2
UCSB030407,306017,1975-03-23,1975,3,23,82,NA,NA,NA,NA,menziesii,NA,Santa Barbara,E. fork Cold Springs burn; 100 yds. S of Cold Springs- Hot Springs trail saddle; 1 mi. by trail on E. fork of Cold Springs trail; Mountain Dr.; Montecito,Among grasses and Cardamine oligosperma; on W-facing slope,cch2
UCSB030406,306018,1946-02-27,1946,2,27,58,34.4585,-119.6917,NA,1500,menziesii,NA,Santa Barbara,Rattlesnake Canyon; 4 miles north of Santa Barbara,"Growing on a shady, moist bank; off main trail",cch2
UCSB030405,306019,1934-04-04,1934,4,4,94,34.42407,-117.301134,NA,5000,menziesii,NA,San Bernardino,West Mojave Desert; near Hesperia,NA,cch2
UCSB030404,306020,1958-05-10,1958,5,10,130,34.230227,-118.181587,NA,500,menziesii,NA,Los Angeles,3 miles N of Foothill Blvd. on Angeles Crest Highway,Chaparral community,cch2
UCSB030403,306021,1935-02-22,1935,2,22,53,34.199248,-117.779642,NA,500,menziesii,NA,Los Angeles,"San Dimas Exp. Forest; Bell dams; sec. 1, T 1N, R 9W",With Quercus agrifolia; in oak wood,cch2
UCSB030402,306022,1946-04-06,1946,4,6,96,35.101482,-118.283635,NA,2000,menziesii,NA,Kern,Summit of Tehachapi Pass,Sunny; moist pasteur,cch2
UCSB030401,306023,1981-04-18,1981,4,18,108,NA,NA,NA,NA,menziesii,NA,San Luis Obispo,Near Shell Creek in Avenales Wildlife Area; 19 miles from Santa Margarita on highway 58,"With Layia platyglossa and Lasthenia chrysostoma; on flat, sandy area",cch2
UCSB030100,306024,1961-03-28,1961,3,28,87,NA,NA,NA,NA,menziesii,NA,El Dorado,By Highway 49; 10 miles south of El Dorado; 15 miles south of Placerville; Sierra Nevada Foothills,Oak Woodland; moist roadside,cch2
UCSB030099,306025,1978-04-02,1978,4,2,92,NA,NA,NA,NA,menziesii,NA,Santa Barbara,On Figueroa Mountain Road trail; trailhead 1.5 miles from the Figueroa Mountain Station,With Ceanothus sp. and Lupinus nanus; on south facing slope; in clay-loam soil,cch2
UCSB030098,306026,1982-04-03,1982,4,3,93,33.531045,-117.589222,NA,500,menziesii,NA,Orange,Rancho Mission Viejo: Calif. 74; 7.2 km. by road E San Juan Capistrano; 1.3 km. NE Viejo Survey Marker,"On gentle, west-facing hillside; in mixed oak woodland and grassland; with Lupinus bicolor, Erodium botrys, Plagiobothrys nothofulvus and Dodecatheon clevelandii; in sandy clay soil",cch2
UCSB030097,306027,1984-02-26,1984,2,26,57,34.7219,-119.9544,NA,750,menziesii,NA,Santa Barbara,2.5 miles up Figueroa Mtn. Rd. from junction with turn-off for Figueroa Mtn. Campground,"With Pinus and Quercus spp.; on moderate W-facing slope; in dry, loam soil",cch2
UCSB030096,306028,1978-04-09,1978,4,9,99,NA,NA,NA,NA,menziesii,NA,Santa Barbara,San Marcos Pass Road west right on Figueroa Mountain Road; about 2 miles north of Figueroa Mountain Campground; on east side of road,With Pinus ponderosa and Avena sp.; in rocky soil; on a west-facing slope,cch2
UCSB030095,306029,1984-02-25,1984,2,25,56,NA,NA,NA,NA,menziesii,NA,Santa Barbara,Figueroa Mountain Road; 4 miles off San Marcus; 2.5 miles past campground while ascending; 10 meters off side of road; San Raphael Mountains,"With Quercus, Geraniaceae, Pinus; on west-facing, gentle slope; in dry, loam soil",cch2
UCSB030410,306030,1979-04-08,1979,4,8,98,NA,NA,NA,NA,menziesii,NA,Santa Barbara,"Approximately 1.5 miles east of Ranger Peak, Figueroa Mountain","Along a northeast facing shale covered slope; found with Quercus wislizenii, Psuedotsuga macrocarpa, Q. chrysolepis",cch2
UCSB032711,317277,1991-05-05,1991,5,5,125,34.495975,-119.123119,NA,2000,NA,NA,Ventura,Sisar Trail. Red Reef Trail to White Ledge Campground.,"Common to scattered. East-facing slope, partial shade. Associated species: Delphinium sp, Dichelostemma sp., Cercocarpus betuloides.",cch2
UCSB040304,330255,1998-04-19,1998,4,19,109,NA,NA,NA,NA,menziesii,NA,Santa Barbara,"Sedgwick Ranch, plot 32-SO, Santa Barbara County Oak Restoration Program","Found on a northeast-facing slope with Bromus diandrus and Avena barbata, in Quercus douglasii woodland; Chamise shaly loam soil, 15 to 45 percent slopes",cch2
SDSU06082,380487,1949-03-18,1949,3,18,77,NA,NA,366,NA,menziesii,NA,Los Angeles,NA,Open fields- dainage area: Pacific slope . soil : loam. Veg. type: cultivated . slope: west.,cch2
SDSU06088,380493,1934-05-01,1934,5,1,121,34.264,-116.8662,NA,2926,menziesii,NA,San Bernardino,"Dry shore, E side big bear Lake, San Bernardino Mts.",NA,cch2
SDSU06094,380499,1960-04-11,1960,4,11,102,NA,NA,NA,NA,menziesii,NA,Santa Barbara,Summit on #166 east of cuyama Valley,NA,cch2
SDSU06100,380505,1929-06-19,1929,6,19,170,37.547577,-119.678451,1219,800,menziesii,NA,Mariposa,Camp Wawona,NA,cch2
SDSU06105,380510,1990-05-06,1990,5,6,126,32.86077,-116.4217,NA,806,integrifolia,NA,San Diego,"Found in the Laguna Mountains at 6000 feet, about 10 miles north of Interstate 8 on sunshine Highway, on raodside. Near by associates: Claytonia perfoliata, species of the families Brassicaceae Poaceae and Polemoniaceae, Quercus sp and Pinus sp.",NA,cch2
SDSU06106,380511,1972-05-01,1972,5,1,122,38.394487,-123.095123,NA,200,atomaria,NA,Sonoma,Duncun Point.,NA,cch2
SDSU06111,380516,1988-04-24,1988,4,24,115,33.06859,-116.61022,NA,805,integrifolia,NA,San Diego,"Julian. Go 1/2 mile down Pine Hills Rd. off Hwy. 78. Turn left on private road and proceed for ca. 1/2 mile to small apple orchard on left. Proceed on foot in northerly direction ca. 100 yards; then east, crossing streambed and under barbed wire fence. Collection site is ca. 75 yards east of fence (Private property; permission required)","Growing under Arctostaphylos pungens in open, rocky, flat terrain. Nearby Associates: Erriogonum fasciclulatum and Lupinus.",cch2
SDSU06112,380517,1963-05-17,1963,5,17,137,NA,NA,183,NA,integrifolia,NA,Santa Barbara,13 miles north of Lompoc on #1.,NA,cch2
SDSU06117,380522,1938-04-01,1938,4,1,91,32.93455,-116.6042,NA,9654,integrifolia,NA,San Diego,Cuyamaca,NA,cch2
SDSU06118,380523,1951-04-28,1951,4,28,118,NA,NA,762,NA,menziesii,NA,Monterey,"Santa Lucia Mts., Monterey Co.",NA,cch2
SDSU06123,380528,1951-05-08,1951,5,8,128,NA,NA,NA,NA,integrifolia,NA,San Diego,NA,NA,cch2
SDSU06129,380534,1944-05-22,1944,5,22,143,33.36337,-116.83613,NA,3218,integrifolia,NA,San Diego,Palomar,NA,cch2
SDSU06130,380535,1971-05-01,1971,5,1,121,NA,NA,1250,NA,menziesii,NA,Kern,"About 3 miles north of Paris-Lorraine, Kern County. Foothill Woodland community neighboring plants; Pinus sabiniana, Gila tricolor, Ganunculus occidentalis.",Growing on a grassy hillside along the Bealville to Bodfish Rd.,cch2
SDSU06131,380536,1927-05-08,1927,5,8,128,NA,NA,1219,NA,integrifolia,NA,NA,NA,Shady creek bank.,cch2
SDSU06135,380540,1967-05-13,1967,5,13,133,32.8941,-116.438,NA,402,integrifolia,NA,San Diego,along the trail NE of Guymon Lodge,NA,cch2
SDSU06137,380542,1952-04-01,1952,4,1,92,34.291484,-117.840418,1036,300,menziesii,NA,Los Angeles,Azusa Canyon. Angeles Natl. Forest near Coldstream Guard Station.,Veg type: west. Drainage area: chaparrall. Soil: humus-loam.,cch2
SDSU06143,380547,1987-04-19,1987,4,19,109,NA,NA,335,NA,menziesii,NA,Mendocino,Light gaps under canopy and edgge of coastal Redwood foreston southeastern leg of path surrounding Lake Leonard,NA,cch2
SDSU06149,380553,1951-04-25,1951,4,25,115,NA,NA,1219,NA,menziesii,NA,Mariposa,Wawona rd near Wowona hotel,Grassy slope.,cch2
SDSU12385,386734,1996-04-25,1996,4,25,116,33.25528,-116.79667,780,NA,integrifolia,NA,San Diego,"Ca. 100 yards west of San Luis Rey River Picnic Area, 30 yards south of river, ca. 2 miles west of Lake Henshaw, Cleveland National Forest.","sandy loam soil. flat, partly shaded. small clearing in Quercus agrifolia woodland.",cch2
SDSU12547,386895,1996-04-21,1996,4,21,112,32.975,-116.55417,1433,NA,menziesii,NA,San Diego,"Southern portion of Lake Cuyamaca, immediately north of Stone wall Mine. Lake Cuyamaca Park and Recreational District.","Alpine meadow near open mountain forest. Associated species: Collinsia parviflora, Limnanhes gracilis spp. parishii, Pinus jefferyi, Salix lasiolepis, various exotic grasses.",cch2
SDSU13969,388286,2002-04-02,2002,4,2,92,32.89361,-116.5725,1241,NA,menziesii,NA,San Diego,"Cuyamaca Mtn. State Park, Lower Descanso Creek Trail, ca. 1/2 mile from parking lot at Hwy 79 (at 3.1 mile marker), toward Oak Zanita Peak trail.","Gravelly loam. Exposed, flat area. Open region adjacent to Quercus agrifolia var. oxyadenia woodland.",cch2
SDSU15375,389691,1998-03-21,1998,3,21,80,33.31028,-117.29139,121,805,integrifolia,NA,San Diego,UTM-Easting: 472886.41; UTM-Northing: 3685540. Training Area: JULIETT RANGE 403. LTETM PLOT: 85. LTETM Unknown code: F04.,Coastal sage scrub.,cch2
SDSU15873,390085,2004-03-19,2004,3,19,79,32.87806,-116.80056,305,NA,integrifolia,NA,San Diego,"El Capitan reservor, just east of dam, above main road.","On sandy and gravelly slopes 30 -60degrees. Mesic to moderately xeric NW, N and NE aspect. Part to full sun. Chapparal community with Xylococcus dominant and abundant Quercus sp. (shrub) also Lonicera, Adenostoma and Heteromeles present.",cch2
SDSU18390,392574,2008-02-21,2008,2,21,52,33.79722,-117.46225,418,NA,menziesii,NA,Riverside,"El Sobrante Landfill preserve area, western Riverside County, east of Interstate 15 off Temescal Canyon Road. Ca. 5 kilometers east off freeway. Access through landfill entrance.","In expansion phase on highly disturbed, west-facing slope of Riversidean sage scrub. Dominants include Eriogonum fasciculatum, Opuntia sp., Dichelostemma capitatum, Plagiobothrys sp., Eriodium spp.",cch2
SDSU18403,392587,2008-02-27,2008,2,27,58,33.79494,-117.45103,405,NA,menziesii,NA,Riverside,"El Sobrante Landfill preserve area, western Riverside County, east of Interstate 15 off Temescal Canyon Road. Ca. 5 kilometers east off freeway. Access through landfill entrance.","North-facing slope near edge of mesatop. Recently burned, formerly Riversidean sage scrub, now largely herbaceous community.",cch2
SDSU19900,394070,2002-05-24,2002,5,24,144,32.95028,-116.60639,1868,NA,integrifolia,NA,San Diego,"Saddle, just northeast of Cuyamaca Peak.",Open meadow. Pteridium aquilinum + mixed herbs.,cch2
SDSU19911,394081,2012-05-05,2012,5,5,126,32.96251,-116.58741,1490,NA,integrifolia,In flower.,San Diego,"Cuyamaca State Park, San Diego. Flat open, grassy area near Azalea Glen hiking trail.",Montane. Open grass area with some pine trees.,cch2
SD00010602,500025,1895-03-08,1895,3,8,67,32.8332,-117.25881,NA,3218,integrifolia,FL,San Diego,La Jolla,NA,cch2
SD00010542,500032,1925-05-25,1925,5,25,145,33.36337,-116.83613,1585,3218,integrifolia,FFL,San Diego,Palomar Mountain.,NA,cch2
SD00010505,500033,1925-05-10,1925,5,10,130,33.8748,-116.842,1219,NA,NA,FL,Riverside,"Banning-Idyllwild Road, San Jacinto Mountains.",NA,cch2
SD00010576,500037,1878-04-01,1878,4,1,91,33.37642,-117.25115,NA,4827,integrifolia,FL,San Diego,Fallbrook,NA,cch2
SD00010562,500038,1884-01-23,1884,1,23,23,32.73409,-117.12945,NA,9654,integrifolia,FL,San Diego,San Diego,NA,cch2
SD00010503,500040,1882-04-24,1882,4,24,114,33.4956,-117.1493,NA,NA,NA,FL,Riverside,Temecula,NA,cch2
SD00010484,500042,1882-04-24,1882,4,24,114,33.4956,-117.1493,NA,NA,NA,FL,Riverside,Temecula,NA,cch2
SD00010574,500044,1935-02-20,1935,2,20,51,33.09021,-116.79119,NA,805,integrifolia,FL,San Diego,"Springhill, near Ramona",NA,cch2
SD00010616,500045,1935-02-27,1935,2,27,58,32.8442,-117.2525,NA,644,integrifolia,FFL,San Diego,North slope of Soledad Mt.,NA,cch2
SD00010615,500046,1935-02-27,1935,2,27,58,33.0857,-117.2639,NA,3218,integrifolia,FL,San Diego,"Bluff on San Marcos Creek, near Green Valley School",NA,cch2
SD00010561,500047,1935-03-13,1935,3,13,72,33.25052,-117.12968,NA,9654,integrifolia,FL,San Diego,"Moosa Canyon, north of Escondido",NA,cch2
SD00010547,500048,1935-03-23,1935,3,23,82,32.6589,-116.1008,NA,644,integrifolia,FL,Imperial,"Boulder Park on Highway 80, top of Mountain Springs Grade",NA,cch2
SD00010556,500049,1935-04-03,1935,4,3,93,32.59816,-116.64312,NA,805,integrifolia,FL,San Diego,Near Tecate Junction on Potrero Grade,NA,cch2
SD00010504,500050,1935-04-06,1935,4,6,96,NA,NA,NA,NA,NA,FL,Kern,Bakersfield,NA,cch2
SD00010465,500051,1935-04-17,1935,4,17,107,33.08232,-116.51855,NA,805,NA,FFL,San Diego,2 miles east of Banner,NA,cch2
SD00010604,500052,1935-04-27,1935,4,27,117,32.95935,-116.57969,NA,241,integrifolia,FL,San Diego,"Picnic Grounds, Cuyamaca Rancho State Park",NA,cch2
SD00010571,500053,1935-05-08,1935,5,8,128,33.13604,-116.79118,NA,805,integrifolia,FFL,San Diego,5 mi. south of Mesa Grande on Black Cañon Road,NA,cch2
SD00010462,500054,1935-05-08,1935,5,8,128,33.38516,-116.67809,NA,2011,NA,FFL,San Diego,Chihuahua Valley,NA,cch2
SD00010613,500055,1935-07-10,1935,7,10,191,33.34371,-116.9104,NA,NA,integrifolia,FFL,San Diego,Near Wyss Ranch on Palomar Mt.,NA,cch2
SD00010463,500056,1936-04-14,1936,4,14,105,33.21113,-116.52236,NA,4023,NA,FL,San Diego,Montezuma Valley,NA,cch2
SD00010607,500057,1936-04-23,1936,4,23,114,32.81302,-116.83831,NA,2414,integrifolia,FFL,San Diego,burn in Habison Canyon,NA,cch2
SD00010554,500058,1936-04-28,1936,4,28,119,32.54362,-117.08315,NA,402,integrifolia,FFL,San Diego,Near Monument School,NA,cch2
SD00010569,500059,1936-05-05,1936,5,5,126,32.99283,-116.59522,NA,805,integrifolia,FFL,San Diego,Meadow below Cuyamaca Lake,NA,cch2
SD00010570,500060,1936-05-05,1936,5,5,126,33.04838,-116.63085,NA,1609,integrifolia,FFL,San Diego,Pine Hills,NA,cch2
SD00010568,500061,1936-05-30,1936,5,30,151,32.92561,-116.45807,NA,2011,integrifolia,FFL,San Diego,"Laguna Mts., near Garnet",NA,cch2
SD00010578,500062,1937-05-09,1937,5,9,129,32.71175,-116.75089,NA,1609,integrifolia,FFL,San Diego,Lyons Valley,NA,cch2
SD00010543,500063,1937-05-15,1937,5,15,135,33.36337,-116.83613,NA,NA,integrifolia,FFL,San Diego,Palomar.,NA,cch2
SD00010572,500064,1937-06-10,1937,6,10,161,32.92704,-116.83838,NA,1207,integrifolia,FFL,San Diego,"So. Fork of Featherstone Creek, Barona Valley",NA,cch2
SD00010610,500065,1938-03-21,1938,3,21,80,32.72802,-117.23979,NA,1126,integrifolia,FL,San Diego,near Cañon Road Pt. Loma,NA,cch2
SD00010557,500066,1938-04-10,1938,4,10,100,32.77089,-116.7978,NA,1609,integrifolia,FL,San Diego,Whispering Oaks near Sloane Ranch on Sweetwater River,NA,cch2
SD00010575,500067,1938-04-26,1938,4,26,116,33.27763,-116.85549,NA,402,integrifolia,FFL,San Diego,Cedar Creek Bridge,NA,cch2
SD00010552,500068,1938-05-10,1938,5,10,130,32.88727,-116.44724,NA,805,integrifolia,FL,San Diego,Laguna Camp Ground,NA,cch2
SD00010573,500069,1938-05-10,1938,5,10,130,33.07822,-116.61748,NA,402,integrifolia,FFL,San Diego,Pine Hills Junction,NA,cch2
SD00010612,500070,1938-05-18,1938,5,18,138,32.66367,-116.27363,NA,1609,integrifolia,FFL,San Diego,Burn at Boulevarde,NA,cch2
SD00010606,500071,1938-05-27,1938,5,27,147,32.94033,-116.51363,NA,1207,integrifolia,FFL,San Diego,"Harper Ranch, Rattlesnake Valley",NA,cch2
SD00010608,500072,1938-08-06,1938,8,6,218,33.32563,-116.89086,NA,805,integrifolia,FFL,San Diego,"Chimney Creek, Palomar Mountain.",NA,cch2
SD00010560,500073,1939-05-09,1939,5,9,129,33.28781,-117.08392,NA,1609,integrifolia,FFL,San Diego,1st year burn in Chaparral near Lilac,NA,cch2
SD00010609,500074,1940-03-30,1940,3,30,90,33.39493,-117.0338,NA,1609,integrifolia,FL,San Diego,Hormiguero Ranch,NA,cch2
SD00010559,500075,1940-04-18,1940,4,18,109,33.43751,-117.32043,NA,NA,integrifolia,FL,San Diego,Herron Ranch near DeLuz,NA,cch2
SD00010614,500076,1940-05-22,1940,5,22,143,33.28809,-116.59418,NA,805,integrifolia,FFL,San Diego,Near Eagles' Nest Hot Springs Mt.,NA,cch2
SD00010464,500077,1941-04-29,1941,4,29,119,33.22157,-116.60615,NA,402,NA,FFL,San Diego,Near junction San Felipe & Montezuma roads,NA,cch2
SD00010467,500078,1941-04-29,1941,4,29,119,33.21145,-116.5124,NA,805,NA,FFL,San Diego,Fresh burn at Montezuma View Point,NA,cch2
SD00010611,500079,1941-05-22,1941,5,22,142,32.5987,-116.50384,NA,3218,integrifolia,FFL,San Diego,Burn between Campo and Canyon City,NA,cch2
SD00010540,500081,1945-06-14,1945,6,14,165,33.33502,-116.86051,NA,NA,integrifolia,FFL,San Diego,Palomar.,NA,cch2
SD00010538,500082,1941-05-16,1941,5,16,136,32.65127,-116.38252,NA,11263,integrifolia,FFL,San Diego,Campo Boulevard highway,NA,cch2
SD00010502,500083,1931-03-07,1931,3,7,66,NA,NA,NA,NA,NA,FL,Los Angeles,"Other collections same day made at Oakwilde campground, Los Angeles County",in canyon,cch2
