id,institutionCode,specimen_number,coll_number,scientificName,taxonID,eventDate,year,month,day,startDayOfYear,verbatimEventDate,reproductiveCondition,county,locality,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,minimumElevationInMeters,verbatimElevation,source,recordId,references
253761,LOB,LOB115754,,Nemophila menziesii var. menziesii,205103,3/11/2016,2016,3,11,71,11-Mar-16,flowers,Riverside,"near San Gorgonio Pass, W of Palm Springs, near town of Snow Creek, UC Natural Reserve Oasis de los Osos.",33.89014,-116.69586,5,515,,cch2,urn:uuid:1dab4c6c-abf0-41dc-a0b5-73c94982783f,http://cch2.org/portal/collections/individual/index.php?occid=253761
295235,UCSB,UCSB039247,71107,Nemophila menziesii,205099,,,,,,,,Kern,Rancheria Rd junction with Poso Flat Rd. Sequoia Nat'l Forest.,,,,,,cch2,urn:uuid:c65da08a-c493-45d3-8f5a-c676b6ad9752,http://cch2.org/portal/collections/individual/index.php?occid=295235
295262,UCSB,UCSB039256,71124,Nemophila menziesii var. integrifolia,205102,,,,,,,,Kern,"Alta Sierra, Greenhorn Mt. 8 miles above Lake Isabella, off of Hwy 155. Private property (L. Theroux) abutting Sequoia Nat'l Forest. Collection include along portion of Ice House Creek on N of property and in Sequoia N.F. to W of property.",35.72694,-118.54583,600,,,cch2,urn:uuid:6169c3d2-f6d6-4d54-92af-742b0422f57f,http://cch2.org/portal/collections/individual/index.php?occid=295262
304795,UCSB,UCSB030094,72228,Nemophila menziesii var. integrifolia,205102,5/29/2003,2003,5,29,149,,,Los Angeles,"Transverse Ranges; Verdugo Mountains region; W end of mtns.; at jct. of Vendugo motorway and Wildwood Fire Road; (Burbank 7.5 Quad.; T2N R14W S26, SW1/4) UTM Zone; 3787689N 0378361E",,,,,,cch2,urn:uuid:66c860b1-cb0b-4361-a235-21d5563b4247,http://cch2.org/portal/collections/individual/index.php?occid=304795
305947,UCSB,UCSB030055,44937,Nemophila menziesii,205099,3/13/1979,1979,3,13,72,,,Santa Barbara,North of Santa Barbara County Health Building,,,,,,cch2,urn:uuid:25389b90-214b-48c0-9d56-413cb5e5e9d4,http://cch2.org/portal/collections/individual/index.php?occid=305947
305948,UCSB,UCSB030054,49531,Nemophila menziesii,205099,4/15/1983,1983,4,15,105,,,San Luis Obispo,East Cuesta Ridge Rd.; 2 miles from junction with Hwy. 101,,,,,,cch2,urn:uuid:9e20a4cd-60d0-4a56-a4ec-c2d895753e05,http://cch2.org/portal/collections/individual/index.php?occid=305948
305949,UCSB,UCSB030053,14717,Nemophila menziesii,205099,2/25/1961,1961,2,25,56,,,Santa Barbara,"Along the Alamo Pintado Creek from 7-8 miles north of Los Olivos; base of Figueroa Mountain, Birabent Canyon, San Rafael Range",34.748,-120.053,1000,,,cch2,urn:uuid:a4d5bf1a-3632-4023-b9ef-968a69ffcd2c,http://cch2.org/portal/collections/individual/index.php?occid=305949
305950,UCSB,UCSB030052,12634,Nemophila menziesii,205099,3/17/1962,1962,3,17,76,,,Riverside,Southwest of U.S. Highway 71; about 300 feet; by the Alberhill brickyard in Alberhill,33.72163,-117.39338,1349,,,cch2,urn:uuid:39476775-1f00-4190-b2e0-244ad12c3e5f,http://cch2.org/portal/collections/individual/index.php?occid=305950
305951,UCSB,UCSB030051,16230,Nemophila menziesii,205099,4/11/1963,1963,4,11,101,,,Santa Clara,In field west of 12179 Hilltop Drive; Los Altos Hills,,,,,,cch2,urn:uuid:e0ae2b03-d76a-4e06-8f90-5b5e374f35fa,http://cch2.org/portal/collections/individual/index.php?occid=305951
305952,UCSB,UCSB030050,16228,Nemophila menziesii,205099,5/4/1963,1963,5,4,124,,,Riverside,In San Jacinto Mountains; 4 miles south og Banning on Banning to Idyllwild Road,33.88068,-116.84681,1000,,,cch2,urn:uuid:cea9e69b-7403-445b-8ca4-08d70c1ccf09,http://cch2.org/portal/collections/individual/index.php?occid=305952
305953,UCSB,UCSB030049,16227,Nemophila menziesii,205099,4/21/1963,1963,4,21,111,,,Santa Barbara,Lower end of Lake Cachuma; 4.7 miles east of Armour Ranch Road on State Highway 150,,,,,,cch2,urn:uuid:1f3b0253-70b5-4d1a-b7a3-f90b50803c24,http://cch2.org/portal/collections/individual/index.php?occid=305953
305954,UCSB,UCSB030048,5328,Nemophila menziesii,205099,2/27/1952,1952,2,27,58,,,Santa Barbara,Above Rattlesnake Dam; on trail,,,,,,cch2,urn:uuid:7f35b802-cea3-458e-9ff8-48d996a06bd9,http://cch2.org/portal/collections/individual/index.php?occid=305954
305955,UCSB,UCSB030047,49773,Nemophila menziesii,205099,3/17/1917,1917,3,17,76,,,,Upland,,,,,,cch2,urn:uuid:fc239fb8-ed43-44b7-9c0d-fe989d5d9d43,http://cch2.org/portal/collections/individual/index.php?occid=305955
305956,UCSB,UCSB030046,52713,Nemophila menziesii,205099,3/18/1950,1950,3,18,77,,,Kern,Along Soda Lake Road to Carrizo Plain; about 0.8 mile off Highway 399; near San Luis Obispo County line,,,,,,cch2,urn:uuid:0419745e-e932-45c3-b0dc-3e90f736997d,http://cch2.org/portal/collections/individual/index.php?occid=305956
305957,UCSB,UCSB030045,46708,Nemophila menziesii,205099,4/15/1977,1977,4,15,105,,,Riverside,1 mile S. Cajalco Rd. on Santa Rosa Rd.,33.82158,-117.36016,521,,,cch2,urn:uuid:827ded62-a8e1-4ff3-94c5-ec53e8261f63,http://cch2.org/portal/collections/individual/index.php?occid=305957
305958,UCSB,UCSB030044,46709,Nemophila menziesii,205099,4/7/1977,1977,4,7,97,,,Riverside,"South of Lake Matthews; southern Riverside Co., CA",33.80996,-117.4308,4179,,,cch2,urn:uuid:4a5c1c39-4e90-4908-9d10-4f4e490886ec,http://cch2.org/portal/collections/individual/index.php?occid=305958
305959,UCSB,UCSB030043,46517,Nemophila menziesii,205099,4/16/1983,1983,4,16,106,,,Monterey,On Hastings Natural History Reservation; 2 miles off of Martin Road; 10 miles southeast of Jamesburg-Arroyo Seco Rd.,,,,,,cch2,urn:uuid:8684e37d-4b5a-429b-95f6-40eab0298b02,http://cch2.org/portal/collections/individual/index.php?occid=305959
305960,UCSB,UCSB030042,46515,Nemophila menziesii,205099,5/8/1983,1983,5,8,128,,,Marin,On the Panoramic Highway; 2.3 miles south of its junction with Ridgecrest Blvd.,,,,,,cch2,urn:uuid:16fced19-092c-42d4-9d21-9eecd8ddfa0d,http://cch2.org/portal/collections/individual/index.php?occid=305960
305961,UCSB,UCSB030041,46514,Nemophila menziesii,205099,5/14/1983,1983,5,14,134,,,Kern,On dirt road; 2.3 miles south of Interstate 202; 8.8 miles west of Mojave,,,,,,cch2,urn:uuid:8aa01813-f7f9-4efa-b59d-6ab5af7f6aab,http://cch2.org/portal/collections/individual/index.php?occid=305961
305962,UCSB,UCSB030040,47645,Nemophila menziesii,205099,4/29/1979,1979,4,29,119,,,San Luis Obispo,At Lunch Meadow; East Cuesta Ridge Rd.; 2 miles from U.S. 101,,,,,,cch2,urn:uuid:8fc86b04-aba4-4683-bfbb-957a219c6e30,http://cch2.org/portal/collections/individual/index.php?occid=305962
305963,UCSB,UCSB030039,45182,Nemophila menziesii,205099,4/1/1977,1977,4,1,91,,,Santa Barbara,1/2 miles up trail on Happy Cyn. Road; 5 miles NE of Highway 154,,,,,,cch2,urn:uuid:9576906d-cda0-4332-82e4-ca9a234f9f13,http://cch2.org/portal/collections/individual/index.php?occid=305963
305964,UCSB,UCSB030038,46030,Nemophila menziesii,205099,2/28/1980,1980,2,28,59,,,Santa Barbara,On top of Little Pine Mtn.; Los Padres National Forest; Santa Inez; 0.2 mi. south of Happy Hollow Campground,,,,,,cch2,urn:uuid:433546f7-6421-4a87-9192-d581bf13a355,http://cch2.org/portal/collections/individual/index.php?occid=305964
305965,UCSB,UCSB030037,50149,Nemophila menziesii,205099,2/18/1984,1984,2,18,49,,,Santa Barbara,1/2 mile from Figueroa Mtn. Rd.; on trail leading away from left side of road; opposite Tunnel Rd. sign,,,,,,cch2,urn:uuid:4b11d11c-2feb-4158-be84-5c61bba8c461,http://cch2.org/portal/collections/individual/index.php?occid=305965
305966,UCSB,UCSB030036,38007,Nemophila menziesii,205099,4/11/1973,1973,4,11,101,,,San Luis Obispo,Growing near Shell Creek on State Highway 58,,,,,,cch2,urn:uuid:c3aae854-9a7e-43b0-b325-59bbf4c713f2,http://cch2.org/portal/collections/individual/index.php?occid=305966
305967,UCSB,UCSB030035,5325,Nemophila menziesii,205099,5/9/1960,1960,5,9,130,,,Santa Barbara,"25 yds. E of road, on Refugio Canyon Rd.; 6.7 mi. N of intersection at Hwy. 101",,,,,,cch2,urn:uuid:3f811bf4-48cb-42ed-901d-bae34dff1f37,http://cch2.org/portal/collections/individual/index.php?occid=305967
305968,UCSB,UCSB030034,5329,Nemophila menziesii,205099,4/13/1954,1954,4,13,103,,,Los Angeles,On Pomona College Campus,34.0968,-117.7012,1200,,,cch2,urn:uuid:c74f3494-ecac-406f-a8ff-004addf02379,http://cch2.org/portal/collections/individual/index.php?occid=305968
305969,UCSB,UCSB030033,16243,Nemophila menziesii,205099,5/3/1963,1963,5,3,123,,,Riverside,7.2 miles south of Banning on Banning to Idyllwild Road,33.85103,-116.82793,1200,,,cch2,urn:uuid:269f85a1-afd6-4b75-a95e-430d414ae9c4,http://cch2.org/portal/collections/individual/index.php?occid=305969
305970,UCSB,UCSB030032,5326,Nemophila menziesii,205099,5/9/1960,1960,5,9,130,,,Santa Barbara,On the exact top of Refugio Pass on the Refugio Pass Rd.; 8 miles from Highway 101,34.5334,-119.061,400,,,cch2,urn:uuid:cc8c348e-6014-43ab-802b-5813ca6cbae6,http://cch2.org/portal/collections/individual/index.php?occid=305970
305971,UCSB,UCSB030031,10525,Nemophila menziesii,205099,1937-04-00,1937,4,0,,1937-04,,Los Angeles,Puddingstone; near San Dimas,,,,,,cch2,urn:uuid:d9fc1d75-9367-4dc1-b872-e699dbdb6b94,http://cch2.org/portal/collections/individual/index.php?occid=305971
305972,UCSB,UCSB030030,14552,Nemophila menziesii,205099,3/18/1962,1962,3,18,77,,,San Luis Obispo,2.0 miles west of La Panza on main road to Santa Margarita,,,,,,cch2,urn:uuid:2be6cb75-cf49-4d6d-bcc9-ce2ac35f8307,http://cch2.org/portal/collections/individual/index.php?occid=305972
305973,UCSB,UCSB030029,17376,Nemophila menziesii,205099,3/18/1962,1962,3,18,77,,,San Luis Obispo,2.0 miles west of La Panza on main road to Santa Margarita,,,,,,cch2,urn:uuid:3a83228b-9f79-45f1-9055-eeec11d6c1bb,http://cch2.org/portal/collections/individual/index.php?occid=305973
305974,UCSB,UCSB030028,39883,Nemophila menziesii,205099,4/12/1982,1982,4,12,102,,,San Luis Obispo,On Pozo Road 2 miles east of the city of Pozo,,,,,,cch2,urn:uuid:b15044d5-cc5e-4040-9be9-783b554fdc69,http://cch2.org/portal/collections/individual/index.php?occid=305974
305975,UCSB,UCSB030056,23988,Nemophila menziesii,205099,2/21/1965,1965,2,21,52,,,Monterey,1 mile west of Lockwood; 15 miles west of Highway 101 near Bradley,,,,,,cch2,urn:uuid:459bfce9-3f68-4073-bf51-1a5132df473e,http://cch2.org/portal/collections/individual/index.php?occid=305975
305976,UCSB,UCSB030026,37852,Nemophila menziesii,205099,4/21/1928,1928,4,21,112,,,San Bernardino,Near Lake Arrowhead; on Rim of the World Drive,34.23496,-117.189624,3000,,,cch2,urn:uuid:11ac4841-48fb-46a4-8b95-f15073897081,http://cch2.org/portal/collections/individual/index.php?occid=305976
305977,UCSB,UCSB030027,49825,Nemophila menziesii,205099,3/20/1975,1975,3,20,79,,,Los Angeles,2 miles east of Stunt Rd.; from Mulholland Hwy.; Santa Monica Mountains,,,,,,cch2,urn:uuid:8f31d272-4d9c-4dfa-8430-c166dc605352,http://cch2.org/portal/collections/individual/index.php?occid=305977
305978,UCSB,UCSB030088,44936,Nemophila menziesii,205099,3/10/1979,1979,3,10,69,,,San Diego,Old Julian Highway; 4 miles southeast of Ramona,,,,,,cch2,urn:uuid:3ce2739f-ff40-47b0-b886-35c2dd49dbc4,http://cch2.org/portal/collections/individual/index.php?occid=305978
305979,UCSB,UCSB030087,55405,Nemophila menziesii,205099,3/7/1978,1978,3,7,66,,,Tulare,Sequoia National Park; Shepherd Saddle Road; 0.8 mi. above Corrals; Ash Mnt.,,,,,,cch2,urn:uuid:be978ace-bc50-4e11-8592-c5511e7ac129,http://cch2.org/portal/collections/individual/index.php?occid=305979
305980,UCSB,UCSB030086,51830,Nemophila menziesii,205099,3/26/1967,1967,3,26,85,,,San Luis Obispo,North shore of Lake Nacimiento; near Bee Rock Campground; access by Interlake and Bee Rock Roads,,,,,,cch2,urn:uuid:dfbb9218-bb60-43df-9470-72ffce3df644,http://cch2.org/portal/collections/individual/index.php?occid=305980
305981,UCSB,UCSB030085,54144,Nemophila menziesii,205099,4/15/1979,1979,4,15,105,,,Fresno,Ellwood Road; Wonder Valley,36.784553,-119.289851,5000,,,cch2,urn:uuid:8717e311-7484-4dc1-ab9d-96d635852a73,http://cch2.org/portal/collections/individual/index.php?occid=305981
305982,UCSB,UCSB030084,23986,Nemophila menziesii,205099,2/12/1967,1967,2,12,43,,,Colusa,Along roadside of Wilber Springs Road; 1.4 miles south of Wilber Springs; in Northern inner Coastal Ranges,,,,,,cch2,urn:uuid:047d1e97-efb2-4a4b-ab33-91aed87b23f4,http://cch2.org/portal/collections/individual/index.php?occid=305982
305983,UCSB,UCSB030083,5331,Nemophila menziesii,205099,3/21/1940,1940,3,21,81,,,Sonoma,At junction of Pleasant Avenue Road and Chalk Hill Road; 2-3 miles southeast of Windsor,,,,,,cch2,urn:uuid:022505ea-5fc4-4e36-a365-7bc9dbc4751c,http://cch2.org/portal/collections/individual/index.php?occid=305983
305984,UCSB,UCSB030082,11394,Nemophila menziesii,205099,3/30/1962,1962,3,30,89,,,Santa Barbara,At summit of San Marcos Pass; 8 miles northwest of Santa Barbara,,,,,,cch2,urn:uuid:b9fb41c6-992e-42d4-b873-772395e13513,http://cch2.org/portal/collections/individual/index.php?occid=305984
305985,UCSB,UCSB030081,10586,Nemophila menziesii,205099,3/22/1957,1957,3,22,81,,,Riverside,"Hwy. 71, near Alberhill",33.7619,-117.4723,,,,cch2,urn:uuid:22b847e1-4951-4bd9-ae76-b0a0df8de7ca,http://cch2.org/portal/collections/individual/index.php?occid=305985
305986,UCSB,UCSB030080,23987,Nemophila menziesii,205099,3/22/1967,1967,3,22,81,,,San Bernardino,Green Canyon Creek; Calif. 38; 1.4 miles west of Thurman Flats Campground; in the San Bernardino Mtns.,,,,,,cch2,urn:uuid:dac7c8c4-6544-4bb1-a425-990a44314ec7,http://cch2.org/portal/collections/individual/index.php?occid=305986
305987,UCSB,UCSB030079,5332,Nemophila menziesii,205099,5/9/1960,1960,5,9,130,,,Santa Barbara,Summit of Refugio Pass; Santa Ynez Mountains; 8 miles north of U.S. 101,,,,,,cch2,urn:uuid:53ee0f6b-95fd-4c90-bd4e-754d0484c6cd,http://cch2.org/portal/collections/individual/index.php?occid=305987
305988,UCSB,UCSB030078,7545,Nemophila menziesii,205099,3/18/1950,1950,3,18,77,,,Contra Costa,Saddle between North and South Peaks of Mount Diablo,,,,,,cch2,urn:uuid:edb2b419-4a45-4888-b52e-9b2371256eae,http://cch2.org/portal/collections/individual/index.php?occid=305988
305989,UCSB,UCSB030077,5327,Nemophila menziesii,205099,1940-00-00,1940,0,0,,,,Fresno,"Near North Fork; T8S, R22E",,,,,,cch2,urn:uuid:ebd451b3-8d72-4218-8b4f-40921067d0d4,http://cch2.org/portal/collections/individual/index.php?occid=305989
305990,UCSB,UCSB030076,33336,Nemophila menziesii,205099,4/11/1968,1968,4,11,102,,,Santa Barbara,100 feet northeast of East Camino Cielo Road; 0.7 mile from its junction with Highway 154; San Marcos Pass; Santa Ynez Mountains,34.5111,-119.8131,500,,,cch2,urn:uuid:f49bc565-9179-4d4a-83a4-874e74d741c1,http://cch2.org/portal/collections/individual/index.php?occid=305990
305991,UCSB,UCSB030075,34150,Nemophila menziesii,205099,5/24/1977,1977,5,24,144,,,Mariposa,On Jersey Valley Rd.; 2 1/2 mi. from Scott Rd.,,,,,,cch2,urn:uuid:b39621a3-7849-4151-a71d-9a3edeae4df0,http://cch2.org/portal/collections/individual/index.php?occid=305991
305992,UCSB,UCSB030074,12159,Nemophila menziesii,205099,3/18/1962,1962,3,18,77,,,Santa Barbara,3.7 miles south of Tepusquet Canyon Road on Foxen Canyon Road,,,,,,cch2,urn:uuid:be82f59e-7310-49d3-81b0-c04be33159c4,http://cch2.org/portal/collections/individual/index.php?occid=305992
305993,UCSB,UCSB030073,5330,Nemophila menziesii,205099,1950-00-00,1950,0,0,,,,Madera,North Fork,37.229669,-119.509581,930,,,cch2,urn:uuid:92d08568-271e-439d-bfc7-ace1d029a08c,http://cch2.org/portal/collections/individual/index.php?occid=305993
305994,UCSB,UCSB030072,5324,Nemophila menziesii,205099,3/28/1959,1959,3,28,87,,,Santa Barbara,500 yds. below Lake Cachuma Look Out Point; 50 yds. from Lake,,,,,,cch2,urn:uuid:128da6af-7b33-42cc-85a8-0c1661022342,http://cch2.org/portal/collections/individual/index.php?occid=305994
305995,UCSB,UCSB030071,5323,Nemophila menziesii,205099,4/5/1954,1954,4,5,95,,,Santa Barbara,Middle Camp; Upper Santa Barbara Ynez Valley,,,,,,cch2,urn:uuid:ffac5acf-bb49-4797-b81e-86dd58e81e4b,http://cch2.org/portal/collections/individual/index.php?occid=305995
305996,UCSB,UCSB030070,5322,Nemophila menziesii,205099,2/27/1952,1952,2,27,58,,,Santa Barbara,Above Rattlesnake Cnyn. Dam; 150 ft. NE of Las Canoas Rd.; Santa Barbara,,,,,,cch2,urn:uuid:a8bd7ddf-08e4-4fe2-9e10-fa361863977b,http://cch2.org/portal/collections/individual/index.php?occid=305996
305997,UCSB,UCSB030069,5320,Nemophila menziesii,205099,3/24/1940,1940,3,24,84,,,Fresno,Curry Mountain; Waltham Canyon; 9 miles southwest of Coalinga,,,,,,cch2,urn:uuid:338d40b8-2a4b-46bd-86c1-a6c5260615d8,http://cch2.org/portal/collections/individual/index.php?occid=305997
305998,UCSB,UCSB030057,16250,Nemophila menziesii,205099,4/10/1963,1963,4,10,100,,,Los Angeles,"5.3 miles north of U.S. Highway 66; on San Dimas Canyon Road, San Dimas",,,,,,cch2,urn:uuid:84dbffcb-45ef-4b2c-9253-3aeffead6e9e,http://cch2.org/portal/collections/individual/index.php?occid=305998
305999,UCSB,UCSB030058,12645,Nemophila menziesii,205099,4/25/1938,1938,4,25,115,,,Tulare,Jack Ranch; near Posey P.O.,35.805,-118.681,5000,,,cch2,urn:uuid:393bfbea-35c9-4ed5-b4a0-8c9067989d99,http://cch2.org/portal/collections/individual/index.php?occid=305999
306000,UCSB,UCSB030059,8456,Nemophila menziesii,205099,3/19/1961,1961,3,19,78,,,Santa Barbara,1 yd. S of W Camino Ciello; 0.6 road mi. E of Refugio Road (=Refugio Beach County Park- Santa Ynez road); Santa Ynez Mountains,,,,,,cch2,urn:uuid:b5c9cbbf-b12b-4636-ab5c-69ed0dcf3279,http://cch2.org/portal/collections/individual/index.php?occid=306000
306001,UCSB,UCSB030060,23880,Nemophila menziesii,205099,3/11/1967,1967,3,11,70,,,Santa Barbara,About 1 mile southeast of Vandenberg Village; 3 miles south of Lompoc,,,,,,cch2,urn:uuid:bb2b8b2c-6db4-4345-8973-c09e952a5d6e,http://cch2.org/portal/collections/individual/index.php?occid=306001
306002,UCSB,UCSB030061,5321,Nemophila menziesii,205099,2/27/1946,1946,2,27,58,,,Santa Barbara,Lower slope of Rattlesnake Canyon; near Santa Ynez Mountains; 4 miles north of Santa Barbara,34.463,-119.6906,500,,,cch2,urn:uuid:a2993884-54be-417f-b0f0-faad4048114a,http://cch2.org/portal/collections/individual/index.php?occid=306002
306003,UCSB,UCSB030062,5333,Nemophila menziesii,205099,4/10/1960,1960,4,10,101,,,San Luis Obispo,.8 mile up Cambria Pines lodge Rd.,,,,,,cch2,urn:uuid:4245aea8-8a48-4442-b678-fe5a7d226497,http://cch2.org/portal/collections/individual/index.php?occid=306003
306004,UCSB,UCSB030063,42688,Nemophila menziesii,205099,4/4/1979,1979,4,4,94,,,Santa Barbara,On east side of bend in Figueroa Mtn. Road; 17.6 miles east from junction with Route 154; San Rafael Mtns.,,,,,,cch2,urn:uuid:44aef31f-9adf-4ef7-8941-0ef705a2b822,http://cch2.org/portal/collections/individual/index.php?occid=306004
306005,UCSB,UCSB030064,33377,Nemophila menziesii,205099,3/16/1978,1978,3,16,75,,,Riverside,At top of hill 3/4 mi. W of orange grove at 3000 McAllister Dr. in Riverside,33.8713,-117.4363,425,,,cch2,urn:uuid:77b3be6c-8e94-4d91-9508-8d1a72e79b74,http://cch2.org/portal/collections/individual/index.php?occid=306005
306006,UCSB,UCSB030065,27796,Nemophila menziesii,205099,3/10/1961,1961,3,10,69,,,Fresno,Jacalitos Canyon; near Coalinga,36.10151,-120.31102,2000,,,cch2,urn:uuid:10c539a2-bd95-411b-b83f-32b37a08acdb,http://cch2.org/portal/collections/individual/index.php?occid=306006
306007,UCSB,UCSB030066,31347,Nemophila menziesii,205099,2/16/1974,1974,2,16,47,,,Santa Barbara,Running Springs Ranch on Happy Canyon Rd.; about 6 mi. from Armour Ranch Rd.; in Santa Ynez Valley,,,,,,cch2,urn:uuid:d3939051-c5d3-4ef3-a4f2-321393f4715f,http://cch2.org/portal/collections/individual/index.php?occid=306007
306008,UCSB,UCSB030067,37485,Nemophila menziesii,205099,4/13/1979,1979,4,13,103,,,San Luis Obispo,2 mi. east of Hwy. 101 on E. Cuesta Ridge Rd.,,,,,,cch2,urn:uuid:5bb3fbef-46ef-4ac5-9001-17ae87e19300,http://cch2.org/portal/collections/individual/index.php?occid=306008
306009,UCSB,UCSB030068,30547,Nemophila menziesii,205099,4/9/1966,1966,4,9,99,,,San Luis Obispo,10 miles S of Shandon,,,,,,cch2,urn:uuid:aa2a7975-8d4e-4509-8699-91de6c48a38b,http://cch2.org/portal/collections/individual/index.php?occid=306009
306010,UCSB,UCSB030091,29347,Nemophila menziesii var. atomaria,205101,3/20/1972,1972,3,20,80,,,Humboldt,0.6 mi. along Black Sands Rd. from Shelter Cove Rd. junction; Shelter Cove,,,,,,cch2,urn:uuid:2e996a14-2c3e-46fc-9766-6c01a3403f28,http://cch2.org/portal/collections/individual/index.php?occid=306010
306011,UCSB,UCSB030090,11504,Nemophila menziesii var. atomaria,205101,4/17/1962,1962,4,17,107,,,Marin,End of road at tip of Point Reyes Peninsula,,,,,,cch2,urn:uuid:6f960a51-a552-426c-a13d-fc97acb61c3e,http://cch2.org/portal/collections/individual/index.php?occid=306011
306012,UCSB,UCSB030089,11673,Nemophila menziesii var. atomaria,205101,4/17/1962,1962,4,17,107,,,Santa Clara,California Highway 9; 1.5 miles west of junction with Highway 5; 14 miles east of Big Basin,,,,,,cch2,urn:uuid:2aeb6e0b-bbea-4b70-8dc6-8942a6e58191,http://cch2.org/portal/collections/individual/index.php?occid=306012
