id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
1384122,DAV,,,PreservedSpecimen,aa00a77c-a6ad-4277-89a7-d3f8b9eea5d8,DAV300384,"DAV200214; UCD131927",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. menziesii",205103,"Hook. and Arn.",Nemophila,menziesii,var.,menziesii,,,,,,,,"Katie Gialketsis","PLS 102 plant collecting interns",5,2013-04-14,2013,4,14,104,,"14 Apr 2013","Oak pine woodland, with gray pine, blue oak, oak hybrids, and manzanita.Shaded woodlands, slight east-facing slope. Annual herb about 5 inches tall, growing in grassy openings. Blue and white flower.",,,,,,,,,,,,,,,,"United States",California,"Lake County",,"Lake County: Clear Lake State Park. NE of Kelseyville. Lower northern slope of Mount Konocti. South side of park, south of Soda Bay Road. South of undeveloped road that goes southeast from Glebe Road past the gate.",,0,,38.999722,-122.803333,NAD83,,"38° 59m 59s N; 122° 48m 12s W",,,,,,562,,,,,1844ft,,,,"2019-02-14 17:00:23",UCD131927,39,urn:uuid:aa00a77c-a6ad-4277-89a7-d3f8b9eea5d8,http://cch2.org/portal/collections/individual/index.php?occid=1384122
1392515,DAV,,,PreservedSpecimen,32313a88-6e18-4c7c-80ee-408f4b6b77cf,DAV300364,"DAV201265; UCD140571",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Ellen Dean","T and M Starbuck, Davis Botanical Society",7613,2013-04-06,2013,4,6,96,,"6 Apr 2013","Herb with deep blue flowers.",,,,,,,,,,,,,,,,"United States",California,"Sutter County",,"Sutter County; Sutter Buttes. Dean Ranch. South of North Butte. Western slope of Sunrise Ridge.",,0,,39.228333,-121.776667,NAD83,,"39° 13m 42s N; 121° 46m 36s W",,,,,,272,,,,,891ft,,,,"2019-02-14 17:00:23",UCD140571,39,urn:uuid:32313a88-6e18-4c7c-80ee-408f4b6b77cf,http://cch2.org/portal/collections/individual/index.php?occid=1392515
1396957,DAV,,,PreservedSpecimen,aa0e7f79-2fdc-49a1-a2a2-2165980b9bf5,DAV300385,"DAV211331; UCD158879",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"James A. Neilson, Jr.",,s.n.,1975-03-27,1975,3,27,86,,"27 Mar 1975","Garry oak savannah. Annual; corolla white with dark dots.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Mayacmas Mountains. The Geysers. Site A-8. (Elevation estimated using Google Earth by label maker.)",,0,,38.799444,-122.830833,WGS84,960,"T 11 N, R 9 W, Section 14; 38° 47m 58s N; 122° 49m 51s W",,,,,,701,,,,,"1400 - 2300ft",,,,"2019-02-14 17:00:23",UCD158879,39,urn:uuid:aa0e7f79-2fdc-49a1-a2a2-2165980b9bf5,http://cch2.org/portal/collections/individual/index.php?occid=1396957
1396964,DAV,,,PreservedSpecimen,523570dd-01b7-4531-9063-34fefb8bbe0b,DAV300361,"DAV211346; UCD158890",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"James A. Neilson, Jr.",,3121,1975-04-15,1975,4,15,105,,"15 Apr 1975","Low open flats and grassy hillsides. Annual, corolla blue with a light center.",,,,,,,,,,,,,,,,"United States",California,"Lake County",,"Lake County: Mayacmas Mountains, Francisco Property. High Valley Creek. (Elevation estimated using Google Earth by label maker.)",,0,,38.830833,-122.768889,WGS84,250,"38° 49m 51s N; 122° 46m 8s W",,,,,,945,,,,,"2800 - 3100ft",,,,"2019-02-14 17:00:23",UCD158890,39,urn:uuid:523570dd-01b7-4531-9063-34fefb8bbe0b,http://cch2.org/portal/collections/individual/index.php?occid=1396964
1397330,DAV,,,PreservedSpecimen,bb0bf497-2af3-43b0-b09e-dde91d879262,DAV300363,"DAV208017; UCD149685",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Stephen P. Rae","Ayzik Solomeshch",s.n.,2006-04-25,2006,4,25,115,,"25 Apr 2006",,,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: Howell Mountain Plateau, about 1 km west of Angwin. McCrane property. Vineyard conversion.",,0,,38.578333,-122.460556,WGS84,50,"38° 34m 42s N; 122° 27m 38s W",,,,,,526,,,,,1726ft,,,,"2019-02-14 17:00:23",UCD149685,39,urn:uuid:bb0bf497-2af3-43b0-b09e-dde91d879262,http://cch2.org/portal/collections/individual/index.php?occid=1397330
1398684,DAV,,,PreservedSpecimen,7ba75d20-d294-4bd1-835d-ac7dbeb838de,DAV300360,"DAV211352; UCD159735",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"James A. Neilson, Jr.","Teresa A. Sholars",3079,1975-03-26,1975,3,26,85,,"26 Mar 1975","Grassland. Annual, corolla light blue; common in all grassy areas.",,,,,,,,,,,,,,,,"United States",California,"Lake County",,"Lake County: Mayacmas Mountains, Childers Peak area. Barceloux Ranch, east of Big Canyon Road. (Elevation estimated using Google Earth by label maker.)",,0,,38.840278,-122.627222,WGS84,700,"38° 50m 25s N; 122° 37m 38s W",,,,,,579,,,,,1900ft,,,,"2019-02-14 17:00:23",UCD159735,39,urn:uuid:7ba75d20-d294-4bd1-835d-ac7dbeb838de,http://cch2.org/portal/collections/individual/index.php?occid=1398684
1399061,DAV,,,PreservedSpecimen,e3272514-aa55-489d-8929-b4e6d49634c4,DAV300386,"DAV210630; UCD159790",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"James A. Neilson, Jr.",,3135,1975-04-13,1975,4,13,103,,"13 Apr 1975","Meadow. Annual, corolla white with dark dots.",,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: Soda Canyon Road, near outlet of canyon.",,0,,38.374167,-122.281111,WGS84,1807,"38° 22m 27s N; 122° 16m 52s W",,,,,,61,,,,,200ft,,,,"2019-02-14 17:00:23",UCD159790,39,urn:uuid:e3272514-aa55-489d-8929-b4e6d49634c4,http://cch2.org/portal/collections/individual/index.php?occid=1399061
1399282,DAV,,,PreservedSpecimen,8067ace7-2ae5-4aed-b628-a9741e038f8c,DAV300378,"DAV211972; UCD160061",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"James A. Neilson, Jr.",,3126,1975-04-09,1975,4,9,99,,"9 Apr 1975","Cascade Creek tributary. Annual, white corolla with dark dots.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Mayacmas Mountains, Hilary Farms. (Exact location unknown. Elevation and coordinates estimated by label maker.)",,0,,38.845556,-122.938889,WGS84,500,"38° 50m 44s N; 122° 56m 20s W",,,,,,610,,,,,2000ft,,,,"2019-02-14 17:00:23",UCD160061,39,urn:uuid:8067ace7-2ae5-4aed-b628-a9741e038f8c,http://cch2.org/portal/collections/individual/index.php?occid=1399282
1399350,DAV,,,PreservedSpecimen,78d93d2e-8491-4b2a-9a79-6b87e09def6d,DAV300359,"DAV212113; UCD160137",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"James A. Neilson, Jr.",,3009,1974-03-27,1974,3,27,86,,"27 Mar 1974","Annual; light blue corolla.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Mayacmas Mountains. The Geysers. Site A-8. (Elevation estimated using Google Earth by label maker.)",,0,,38.799444,-122.830833,WGS84,960,"T 11 N, R 9 W, Section 14; 38° 47m 58s N; 122° 49m 51s W",,,,,,701,,,,,"1400 - 2300ft",,,,"2019-02-14 17:00:23",UCD160137,39,urn:uuid:78d93d2e-8491-4b2a-9a79-6b87e09def6d,http://cch2.org/portal/collections/individual/index.php?occid=1399350
1399500,DAV,,,PreservedSpecimen,110cd932-348b-44f0-bbb4-ee066a440862,DAV300362,"DAV212249; UCD160359",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Nellie Coffey",,s.n.,1931-03-29,1931,3,29,88,,"29 Mar 1931",,,,,,,,,,,,,,,,,"United States",California,"Marin County",,"Marin County: Point Reyes.",,0,,38.073889,-122.926944,WGS84,11236,"38° 4m 26s N; 122° 55m 37s W",,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD160359,39,urn:uuid:110cd932-348b-44f0-bbb4-ee066a440862,http://cch2.org/portal/collections/individual/index.php?occid=1399500
1399540,DAV,,,PreservedSpecimen,f9b5578b-ea26-4e16-9c6c-bb69b7da9698,DAV300358,"DAV212519; UCD160445",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"James A. Neilson, Jr.",,3179,1975-05-22,1975,5,22,142,,"22 May 1975","Shaded woods and mesic chaparral. Annual.",,,,,,,,,,,,,,,,"United States",California,"Lake County",,"Lake County: Mayacmas Mountains, Francisco Property. High Valley Creek. (Coordinates, location, and elevation estimated by label maker.)",,0,,38.838333,-122.769722,WGS84,500,"T11N R8W SE1/4 NW1/4 Sec 5; 38° 50m 18s N; 122° 46m 11s W",,,,,,792,,,,,2600ft,,,,"2019-02-14 17:00:23",UCD160445,39,urn:uuid:f9b5578b-ea26-4e16-9c6c-bb69b7da9698,http://cch2.org/portal/collections/individual/index.php?occid=1399540
1400962,DAV,,,PreservedSpecimen,58014ee5-8622-4d21-bf8e-cf68d6e9d91c,DAV300357,"DAV214517; UCD162873",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Jack Major",,2,1954-04-07,1954,4,7,97,,"7 Apr 1954","Alluvial flat with vegetative growth less than 20 cm tall, grazed moderately to heavily; manured, stony soil with pH 6; in association with Quercus wislizenii, Ranunculus occidentalis, Erodium cicutarium, Poa annua. Herb, abundant in colonies.",,,,,,,,,,,,,,,,"United States",California,"Mendocino County",,"Mendocino County: Hopland, Hopland Field Station, in pasture northwest of station headquarters. (Exact location unknown. Coordinates estimated by label maker).",,0,,39.003333,-123.0875,WGS84,541,"39° 12s N; 123° 5m 15s W",,,,,,240,,,,,,,,,"2019-02-14 17:00:23",UCD162873,39,urn:uuid:58014ee5-8622-4d21-bf8e-cf68d6e9d91c,http://cch2.org/portal/collections/individual/index.php?occid=1400962
1403922,DAV,,,PreservedSpecimen,c4109198-89d9-4464-bf9e-a42d7bdcd066,DAV300379,"DAV218308; UCD166682",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Jake Ruygt",,153,1977-03-14,1977,3,14,73,,"14 Mar 1977","Foothill woodland on volcanic substrate; moist shallow soil in open pasture. Annual, 5 cm tall; corolla white with violet spots on veins. Common name: Striped White Eyes.",,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: Soda Canyon Road, 2.2 miles north of Silverado Trail.",,0,,38.7594931647544,-122.264825617637,NAD27,,"T6N R4W Sec 10; 10 563877E 4290137N",,,Yountville,,,137,,,,,450ft,,,,"2019-02-14 17:00:23",UCD166682,39,urn:uuid:c4109198-89d9-4464-bf9e-a42d7bdcd066,http://cch2.org/portal/collections/individual/index.php?occid=1403922
1403923,DAV,,,PreservedSpecimen,1c9ea39c-0658-40b3-998f-1b65a7098f47,DAV300380,"DAV218307; UCD166683",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"Jake Ruygt",,3883,1998-03-21,1998,3,21,80,,"21 Mar 1998","Valley grassland on alluvium, in open field, ripped, not graded; vineyard conversion. Annual, 2-3 dm tall, robust. Corolla purple veined; abundant. Common name: Baby Blue Eyes.",,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: west of Pope Canyon Road, north side of Burton Creek.",,0,,,,,,"T9N R5W Sec 22 S1/2",,,"St. Helena",,,187,,,,,615ft,,,,"2019-02-14 17:00:23",UCD166683,39,urn:uuid:1c9ea39c-0658-40b3-998f-1b65a7098f47,http://cch2.org/portal/collections/individual/index.php?occid=1403923
1404681,DAV,,,PreservedSpecimen,ebfabe67-576d-4419-afb7-3b3bff5335ad,DAV300356,"DAV219874; UCD168352",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,"det E. Dean, 2015",,,,,,,"J.W. Barry",,s.n.,1980-04-01,1980,4,1,92,,"Apr 1980","Stipa grassland.",,,,,,,,,,,,,,,,"United States",California,"Los Angeles County",,"Los Angeles County: Hungry Valley SVRA. (Exact location unknown. This park is mostly in Los Angeles county, but also includes parts of Ventura and Kern counties. Coordinates estimated by the label maker.)",,0,,34.766905,-118.857918,WGS84,8759,"34° 46m 1s N; 118° 51m 29s W",,,,,,,,,,,,,,,"2019-02-14 17:00:23",UCD168352,39,urn:uuid:ebfabe67-576d-4419-afb7-3b3bff5335ad,http://cch2.org/portal/collections/individual/index.php?occid=1404681
1405860,DAV,,,PreservedSpecimen,0b2a7060-428b-4fc8-b3d9-99eb4af3f740,DAV300355,"DAV224197; UCD170201",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Daniel Potter",,756,2015-03-14,2015,3,14,73,,"14 Mar 2015",,,,,,,,,,,,,,,,,"United States",California,"Napa County",,"Napa County: Knoxville Wildlife Area, west of Zim Zim Creek.",,0,,38.754721,-122.294593,WGS84,,"38° 45m 17s N; 122° 17m 41s W",,,,,,242,,,,,,,,,"2019-02-14 17:00:23",UCD170201,39,urn:uuid:0b2a7060-428b-4fc8-b3d9-99eb4af3f740,http://cch2.org/portal/collections/individual/index.php?occid=1405860
1406410,DAV,,,PreservedSpecimen,22fc6a46-5e8a-45f0-a1b5-65599685531c,DAV300381,"DAV225288; UCD170754",Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. atomaria",205101,"(Fisch. & Mey.) Voss",Nemophila,menziesii,var.,atomaria,,,,,,,,"C. Benefield",,31,1997-05-12,1997,5,12,132,,"12 May 1997","Annual found along the coastal grassland slopes associated with Armeria maritima, Ranunculus spp., Lupinus spp., Carpobrotus edulis, and Erigeron glaucus. Leaves are succulent and corolla varies in color from all white to all blue with black dotted and dashed nectar guides in the center, and veins are white to blue.",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Bodega Bay, in front of University of California Marina Laboratory.",,0,,38.3333333333333,-123.166666666667,,,"38° 20m N; 123° 10m W",,,,,,24,,,,,80ft,,,,"2019-02-14 17:00:23",UCD170754,39,urn:uuid:22fc6a46-5e8a-45f0-a1b5-65599685531c,http://cch2.org/portal/collections/individual/index.php?occid=1406410
1432190,BSCA,,,PreservedSpecimen,,BSCA0946,1749,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,"Small-Flower Baby Blue Eyes",,,"Morley, Arthur",,63,1969-04-10,1969,4,10,100,,10-Apr-69,,"Grows on open slopes with bracken and artemisia.",,,,,,"Flowers pale blue, flat cups, 5 petals. Foliage yellow-green, lobed. Height 30 mm.",,FL,,,,,,,"United States",California,"San Diego County",,"On open slope SE of workshop reservoir. Also nature trail between #17 and 18.",,0,,33.33027,-116.89894,,,,,,,,,,,,,,1630,,,preprocessed,"2019-11-26 19:35:46",,48,urn:uuid:162b2892-8a5b-4213-9e4e-f9377e18a254,http://cch2.org/portal/collections/individual/index.php?occid=1432190
1432366,BSCA,,,PreservedSpecimen,,BSCA4977,1562,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,"Small-flower Baby Blue Eyes",,,"Spears, Linnea",,131,2004-05-18,2004,5,18,139,,18-May-04,,"First spring after Cedar Fire. Mixed pine and oak wodland. High fire severity area.","Scattered boulders.",,,,,,,unk,,,,,,,"United States",California,"San Diego County",,"Rancho Cuyamaca State Park, West Mesa. NE-facing slope.",,0,,32.94222,-116.57278,,,,,,,,,,,,,,1387,,,preprocessed,"2019-11-26 19:40:24",,48,urn:uuid:e46a4130-1c9c-4440-ab6d-52b05d901dc8,http://cch2.org/portal/collections/individual/index.php?occid=1432366
1432416,BSCA,,,PreservedSpecimen,,BSCA0944,1510,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,"Small-flower Baby Blue Eyes",,,"Karnes, H.K.",,113,2004-05-18,2004,5,18,139,,18-May-04,,"First spring after Cedar Fire. Mixed pine and oak woodland.","Scattered boulders",,,,,"Sepals purple/green, petalsp urple with dark pink-purple spots in the middle and large dark pink spot at base of 2-lobed petal base (hastale). Anthers pink-purple. Outer stamens have a white fringed basal appendage. Tips of inflorescence recurved.",,,,,,,,,"United States",California,"San Diego County",,"West Mesa, moderate, NE-facing slope.",,0,,32.942222,-116.57278,,,,,,,,,,,,,,1387,,,preprocessed,"2019-11-26 19:35:45",,48,urn:uuid:b184b87f-74f0-4bfe-be8e-0cdd268e67fe,http://cch2.org/portal/collections/individual/index.php?occid=1432416
1432538,BSCA,,,PreservedSpecimen,,BSCA0942,1384,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,"Small-flower Baby Blue Eyes",,,"Rebman, Jon P.",,8385,2003-04-08,2003,4,8,98,,8-Apr-03,,"Chaparral and meadows mixed with Pinus jeffreyi and Quercus kelloggii","Mostly schist and granite",,,,,"Annual, flowers white to blue",,FFL,,,,,,,"United States",California,"San Diego County",,"Laguna Mountains: Lucky 5 Ranch; southern portion of new acquisition by California State Parks: west side of Sunrise Hwy (S-1) between Cuyamaca Lake and Mount Laguna",,0,,32.93194,-116.49333,,,,,,,,,,,,,,1600,,,preprocessed,"2019-11-26 19:35:45",,48,urn:uuid:499f7cdc-4f62-4dd6-8d54-60ee98b5303e,http://cch2.org/portal/collections/individual/index.php?occid=1432538
1432665,BSCA,,,PreservedSpecimen,,BSCA0941,1254,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,"Small-flower Baby Blue Eyes",,,"Pigniolo, Andrew R.",,1030,2003-03-15,2003,3,15,74,,15-Mar-03,,"Meadow grassland with Eriogonium wrightii cominant","Julian Schist",,,,,"Common, height less than 4 cm, flowers pale blue to light blue, annual, in grassland openings",,FL,,,,,,,"United States",California,"San Diego County",,"Cuyamaca Lake, Lucky 5 Acquisition, Location 3 - Knoll with grassland on northeast side.",,0,,32.995,-116.53667,,,,,,,,,,,,,,1441,,,preprocessed,"2019-11-26 19:35:44",,48,urn:uuid:ce117b9b-ad82-4d64-9a5f-e237a27df133,http://cch2.org/portal/collections/individual/index.php?occid=1432665
1433514,BSCA,,,PreservedSpecimen,,BSCA0940,367,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,"Small-flowered Baby Blue Eyes",,,"Merkel, Dalton (Mike)",,s.n.,1962-04-00,1962,4,0,,,"Apr. 1962",,,,,,,,"Flower blue.",,,,,,,,,"United States",California,"San Diego County",,"Culp Valley area.",,0,,,,,,,,,,,,,,,,,,,,preprocessed,"2019-11-26 19:35:51",,48,urn:uuid:e03b3cd6-22fe-4290-b9dd-2c1f16f1cf60,http://cch2.org/portal/collections/individual/index.php?occid=1433514
1433515,BSCA,,,PreservedSpecimen,,BSCA0945,366,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,"small-Flower Baby Blue Eyes",,,"Jonsson, Erik","Duffie Clemons",1108,1985-05-19,1985,5,19,139,,19-May-85,,"Among grasses along dry stream banks. Oak-pine woodland.",,,,,,"Corolla light blue. Occasional.",,,,,,,,,"United States",California,"San Diego County",,"Jeep Trail to Lost Valley from Los Coyotes Indian Reservation.",,0,,33.35175,-116.55051,,,,,,,,,,,,,,1460,,,preprocessed,"2019-11-26 19:35:51",,48,urn:uuid:ca9de949-302a-4fd2-97f5-79f970d57956,http://cch2.org/portal/collections/individual/index.php?occid=1433515
1447218,UCR,,,PreservedSpecimen,UCR-BPS-16821,UCR0077031,UCR-16821,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. integrifolia",205102,Brand,Nemophila,menziesii,var.,integrifolia,"A.C. Sanders",2001,,,,,,"William E. Wayburn",,730530-02,1973-05-30,1973,5,30,150,,1973-5-30,Annual.,"Chaparral community, dominant plants: Quercus sp., Ceanothus sp.",,,,,,,,,,,,,,,"United States",California,"Los Angeles",,"c. 1 mi west from Baldy Village, 1/2 mi southwest of Cow Canyon Saddle on [Sunset Ridge Fire Road], Sunset Peak",,0,,34.22333,-117.67972,,,,,,,,,1463,,,,,,,,,"2019-12-17 19:21:37",UCR-BPS-16821,3,urn:uuid:9826dde3-7eb0-4a97-9851-0ac1757f1b98,http://cch2.org/portal/collections/individual/index.php?occid=1447218
1447219,UCR,,,PreservedSpecimen,UCR-BPS-4141,UCR0077033,UCR-4141,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Ronald M. Cope",,s.n.,1965-03-27,1965,3,27,86,,1965-3-27,"E side of road on moist river-bank, with wild blackberry predominating.",,,,,,,,,,,,,,,,"United States",California,"Los Angeles",,"road from Devil’s Canyon Wild Area to Azusa, 8-12 mi north of where the road crosses the west fork of the San Gabriel River",,0,,34.31222,-117.84139,,,,,,TopoZoneACS,,,762,,,,,,,,,"2019-12-17 19:22:14",UCR-BPS-4141,3,urn:uuid:0f103d08-6a4a-4f1b-8272-90143ca027a7,http://cch2.org/portal/collections/individual/index.php?occid=1447219
1447220,UCR,,,PreservedSpecimen,UCR-BPS-889,UCR0077089,UCR-889,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii",205099,"Hook. & Arnott",Nemophila,menziesii,,,,,,,,,,"Rex Sanders",,s.n.,1973-04-21,1973,4,21,111,,1973-4-21,"N-facing slope.","Rolling hills, with sandy-gravelly soil. Dominant spp. Eriogonum fasciculatum, Artemisia.",,,,,,,,,,,,,,,"United States",California,Riverside,,"Cajalco Road, 3 miles west of Mockingbird Canyon Road, south of Lake Mathews",,0,,33.825,-117.41667,,,,,,GoogleEarthACS,,,244,,,,,,,,,"2019-12-17 19:22:28",UCR-BPS-889,3,urn:uuid:0391f631-50af-4feb-b84e-d37164e3c576,http://cch2.org/portal/collections/individual/index.php?occid=1447220
1447221,UCR,,,PreservedSpecimen,UCR-BPS-3428,UCR0077088,UCR-3428,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,"Nemophila menziesii var. integrifolia",205102,Brand,Nemophila,menziesii,var.,integrifolia,"A.C. Sanders",2001,,,,,,"Heidi A. Haid",,64517-02,1964-05-17,1964,5,17,138,,1964-5-17,"In shade by small spring, damp, heavy soil. Associated with Galium sp., grasses, etc. underneath Adenostoma, Quercus,","Chaparral woodland. Dry hillside. Sunny, exposed ridge, decomposed granite. Associated with Quercus, Prunus ilicifolia, Cryptantha, Bromus, Adenostoma.",,,,,,,,,,,,,,,"United States",California,Riverside,,"c. 1 mile from junction of Hurley Flats Rd and Idyllwild-Banning Rd",,0,,33.84528,-116.8175,,,,,,TopoZoneACS,,,1372,,,,,,,,,"2019-12-17 19:22:12",UCR-BPS-3428,3,urn:uuid:bca32b9e-f250-4d21-a4b0-06b05a455852,http://cch2.org/portal/collections/individual/index.php?occid=1447221
